Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
PyDict_GetItemWithError	5.195s	17,232,000,000	10,960,000,000	1.572	11.1%	35.0%	10.7%	2.6%	3.5%	35.0%	32.2%	0.0%	0.0%	0.0%	5.2%	0.7%	3.3 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
torch::FunctionSignature::parse	5.040s	18,720,000,000	7,216,000,000	2.594	13.0%	64.8%	19.6%	5.6%	13.6%	15.3%	43.3%	0.0%	0.0%	0.0%	0.0%	0.8%	3.7 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
__set_page_dirty_no_writeback	5.035s	13,424,000,000	23,488,000,000	0.572	51.9%	32.0%	0.0%	32.4%	0.0%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	1.2%	2.7 GHz	[Unknown]	__set_page_dirty_no_writeback	[Unknown]	0
page_mapping	5.005s	11,808,000,000	19,872,000,000	0.594	38.0%	29.4%	6.8%	22.9%	1.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4 GHz	[Unknown]	page_mapping	[Unknown]	0
shmem_getpage_gfp	4.780s	18,432,000,000	15,488,000,000	1.190	25.3%	27.7%	14.4%	9.8%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	5.7%	25.1%	3.9 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
l2rgb	4.710s	15,168,000,000	35,424,000,000	0.428	63.1%	0.5%	0.0%	4.0%	0.0%	0.0%	9.9%	0.0%	0.0%	0.0%	76.1%	19.0%	3.2 GHz	[Unknown]	l2rgb	[Unknown]	0
_raw_spin_lock	4.590s	16,176,000,000	26,384,000,000	0.613	40.1%	49.1%	1.8%	22.3%	5.6%	13.0%	17.6%	0.0%	0.0%	0.0%	6.5%	1.7%	3.5 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
page_add_file_rmap	4.565s	11,728,000,000	32,336,000,000	0.363	60.1%	20.7%	2.7%	11.5%	0.0%	1.0%	10.2%	0.0%	0.0%	0.0%	0.0%	14.1%	2.6 GHz	[Unknown]	page_add_file_rmap	[Unknown]	0
lookdict_split	4.460s	15,872,000,000	18,720,000,000	0.848	34.1%	43.3%	11.5%	6.6%	13.2%	13.2%	25.5%	32.0%	0.0%	0.0%	3.8%	4.3%	3.6 GHz	[Unknown]	lookdict_split	dictobject.c	0
_PyFunction_Vectorcall	4.440s	13,408,000,000	5,072,000,000	2.644	16.0%	30.9%	19.8%	1.1%	7.8%	34.0%	31.3%	0.0%	0.0%	0.0%	13.4%	0.0%	3.0 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
PyVectorcall_Function	4.370s	10,960,000,000	14,448,000,000	0.759	18.0%	43.1%	18.7%	19.2%	8.2%	21.9%	35.6%	21.1%	0.0%	0.0%	2.7%	0.5%	2.5 GHz	[Unknown]	PyVectorcall_Function	abstract.h	0
tcache_get	4.280s	10,928,000,000	6,416,000,000	1.703	8.6%	100.0%	10.1%	6.9%	20.6%	48.0%	45.3%	0.0%	0.0%	0.0%	5.5%	0.0%	2.6 GHz	[Unknown]	tcache_get	malloc.c	0
arena_map_is_used	4.275s	15,072,000,000	13,184,000,000	1.143	19.3%	48.0%	24.1%	0.0%	11.9%	14.9%	27.9%	0.0%	0.0%	0.0%	0.0%	2.7%	3.5 GHz	[Unknown]	arena_map_is_used	obmalloc.c	0
_PyRuntimeState_GetThreadState	4.265s	12,832,000,000	10,912,000,000	1.176	17.4%	41.5%	28.5%	15.2%	0.0%	0.0%	22.2%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	_PyRuntimeState_GetThreadState	pycore_pystate.h	0
_PyUnicode_FromId	4.250s	12,080,000,000	8,832,000,000	1.368	12.8%	62.3%	13.5%	13.7%	0.0%	36.0%	32.3%	0.0%	0.0%	0.0%	0.0%	1.9%	2.8 GHz	[Unknown]	_PyUnicode_FromId	unicodeobject.c	0
malloc_consolidate	4.150s	15,184,000,000	7,408,000,000	2.050	10.9%	46.4%	15.8%	23.7%	7.9%	13.9%	35.6%	26.6%	0.0%	0.0%	0.0%	9.1%	3.7 GHz	[Unknown]	malloc_consolidate	malloc.c	0
__alloc_pages_nodemask	4.110s	17,152,000,000	27,360,000,000	0.627	46.3%	21.6%	15.8%	7.0%	1.7%	1.7%	0.0%	0.0%	0.0%	0.0%	0.0%	13.0%	4.2 GHz	[Unknown]	__alloc_pages_nodemask	[Unknown]	0
xas_store	4.045s	12,640,000,000	37,888,000,000	0.334	89.9%	45.1%	0.0%	7.1%	0.0%	0.0%	7.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1 GHz	[Unknown]	xas_store	[Unknown]	0
ImagingJpegDecode	4.040s	12,016,000,000	18,672,000,000	0.644	43.2%	29.2%	23.9%	21.2%	0.0%	2.5%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	ImagingJpegDecode	[Unknown]	0
_copy	4.040s	14,576,000,000	4,208,000,000	3.464	8.5%	5.9%	15.7%	44.3%	10.3%	20.6%	62.8%	0.0%	0.0%	0.0%	61.7%	8.3%	3.6 GHz	[Unknown]	_copy	[Unknown]	0
c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_	4.025s	14,208,000,000	6,832,000,000	2.080	17.5%	77.1%	0.0%	21.1%	2.1%	2.1%	37.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.5 GHz	[Unknown]	c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_(void)	[Unknown]	0
shmem_add_to_page_cache	4.015s	11,904,000,000	26,992,000,000	0.441	44.1%	51.1%	17.1%	22.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	shmem_add_to_page_cache	[Unknown]	0
update_get_addr	3.990s	13,904,000,000	22,064,000,000	0.630	35.9%	47.9%	9.3%	9.7%	0.0%	9.7%	33.4%	0.0%	0.0%	0.0%	1.1%	6.9%	3.5 GHz	[Unknown]	update_get_addr	dl-tls.c	0
unlink_chunk	3.900s	10,992,000,000	4,128,000,000	2.663	7.1%	82.2%	31.4%	9.6%	13.6%	31.9%	47.8%	0.0%	0.0%	0.0%	4.1%	0.0%	2.8 GHz	[Unknown]	unlink_chunk	malloc.c	0
unlock_page	3.760s	10,560,000,000	18,544,000,000	0.569	54.9%	44.5%	0.0%	22.7%	1.4%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	4.4%	2.8 GHz	[Unknown]	unlock_page	[Unknown]	0
call_function	3.620s	10,592,000,000	9,872,000,000	1.073	28.1%	56.9%	29.7%	17.0%	5.7%	9.9%	19.8%	0.0%	0.0%	0.0%	1.4%	0.0%	2.9 GHz	[Unknown]	call_function	ceval.c	0
__GI_	3.610s	14,016,000,000	4,176,000,000	3.356	7.0%	72.1%	26.7%	3.2%	7.5%	12.2%	36.4%	0.0%	0.0%	0.0%	0.0%	0.0%	3.9 GHz	[Unknown]	__GI_(long, int, bool, char)	malloc.c	0
get_page_from_freelist	3.575s	11,040,000,000	20,368,000,000	0.542	41.7%	23.6%	49.7%	9.5%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	5.4%	0.0%	3.1 GHz	[Unknown]	get_page_from_freelist	[Unknown]	0
vgetargs1_impl	3.495s	8,752,000,000	8,768,000,000	0.998	15.6%	83.6%	15.1%	17.1%	0.0%	24.0%	18.9%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5 GHz	[Unknown]	vgetargs1_impl	getargs.c	0
process_data_simple_main	3.480s	9,056,000,000	16,176,000,000	0.560	57.8%	28.2%	45.5%	8.3%	0.0%	1.7%	9.9%	0.0%	0.0%	0.0%	1.7%	0.0%	2.6 GHz	[Unknown]	process_data_simple_main	[Unknown]	0
jpeg_read_scanlines	3.440s	9,568,000,000	14,112,000,000	0.678	24.3%	30.3%	39.4%	14.1%	4.7%	0.0%	18.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8 GHz	[Unknown]	jpeg_read_scanlines	[Unknown]	0
__errno_location	3.425s	9,504,000,000	1,440,000,000	6.600	3.5%	69.4%	24.6%	0.0%	0.0%	34.7%	37.9%	0.0%	0.0%	0.0%	0.0%	1.5%	2.8 GHz	[Unknown]	__errno_location	errno-loc.c	0
_raw_spin_lock_irq	3.415s	13,296,000,000	12,176,000,000	1.092	31.3%	50.6%	18.2%	16.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.9 GHz	[Unknown]	_raw_spin_lock_irq	[Unknown]	0
_PyObject_GC_TRACK	3.410s	8,720,000,000	8,784,000,000	0.993	32.3%	43.0%	4.8%	15.5%	0.0%	17.2%	17.2%	0.0%	0.0%	0.0%	3.4%	5.5%	2.6 GHz	[Unknown]	_PyObject_GC_TRACK	pycore_object.h	0
tupledealloc	3.350s	9,456,000,000	9,456,000,000	1.000	23.3%	47.6%	14.1%	6.3%	3.2%	7.9%	27.0%	0.0%	0.0%	0.0%	0.0%	11.1%	2.8 GHz	[Unknown]	tupledealloc	tupleobject.c	0
find_get_entries	3.330s	12,112,000,000	15,072,000,000	0.804	36.0%	8.8%	3.6%	5.0%	8.7%	11.1%	11.1%	0.0%	60.1%	0.0%	0.0%	27.9%	3.6 GHz	[Unknown]	find_get_entries	[Unknown]	0
alloc_set_pte	3.295s	9,744,000,000	20,672,000,000	0.471	58.2%	36.7%	0.0%	29.2%	1.5%	0.0%	12.3%	0.0%	0.0%	0.0%	0.0%	9.7%	3.0 GHz	[Unknown]	alloc_set_pte	[Unknown]	0
find_get_entry	3.240s	8,688,000,000	8,848,000,000	0.982	20.5%	17.2%	0.0%	5.2%	5.2%	3.6%	24.2%	0.0%	26.8%	0.0%	3.5%	6.0%	2.7 GHz	[Unknown]	find_get_entry	[Unknown]	0
xas_clear_mark	3.150s	8,224,000,000	20,144,000,000	0.408	51.8%	28.8%	0.0%	7.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	23.8%	2.6 GHz	[Unknown]	xas_clear_mark	[Unknown]	0
activate_page	3.150s	9,872,000,000	19,056,000,000	0.518	31.1%	8.1%	26.5%	3.0%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	32.7%	3.1 GHz	[Unknown]	activate_page	[Unknown]	0
_Py_Dealloc	3.140s	7,600,000,000	8,656,000,000	0.878	21.1%	100.0%	35.3%	0.0%	15.8%	13.8%	15.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4 GHz	[Unknown]	_Py_Dealloc	object.c	0
arena_map_get	3.130s	12,240,000,000	8,368,000,000	1.463	13.5%	55.7%	27.4%	4.9%	4.9%	15.9%	23.3%	0.0%	0.0%	0.0%	0.0%	2.1%	3.9 GHz	[Unknown]	arena_map_get	obmalloc.c	0
__count_memcg_events	3.115s	11,280,000,000	9,456,000,000	1.193	27.5%	18.6%	0.0%	45.2%	1.3%	2.4%	2.7%	0.0%	0.0%	0.0%	0.0%	26.0%	3.6 GHz	[Unknown]	__count_memcg_events	[Unknown]	0
func@0x4e0260	3.085s	10,576,000,000	41,088,000,000	0.257	62.6%	2.7%	12.8%	0.0%	0.0%	0.0%	1.4%	0.0%	0.0%	0.0%	0.0%	22.0%	3.4 GHz	[Unknown]	func@0x4e0260	[Unknown]	0
pymalloc_free	3.050s	8,448,000,000	4,528,000,000	1.866	24.7%	57.2%	16.9%	1.8%	0.0%	16.0%	19.5%	0.0%	0.0%	0.0%	0.0%	0.9%	2.8 GHz	[Unknown]	pymalloc_free	obmalloc.c	0
_raw_spin_lock_irqsave	3.000s	11,360,000,000	13,184,000,000	0.862	20.4%	12.6%	8.5%	40.9%	0.0%	0.0%	15.8%	0.0%	0.0%	13.2%	1.3%	20.7%	3.8 GHz	[Unknown]	_raw_spin_lock_irqsave	[Unknown]	0
sync_regs	2.920s	12,272,000,000	1,216,000,000	10.092	13.7%	47.1%	28.2%	4.9%	3.7%	0.0%	4.9%	0.0%	0.0%	0.0%	0.0%	0.0%	4.2 GHz	[Unknown]	sync_regs	[Unknown]	0
at::TensorIteratorBase::compute_types	2.915s	10,816,000,000	4,656,000,000	2.323	5.2%	66.2%	24.3%	13.9%	0.0%	0.0%	31.9%	0.0%	0.0%	0.0%	0.0%	2.1%	3.7 GHz	[Unknown]	at::TensorIteratorBase::compute_types(at::TensorIteratorConfig const&)	[Unknown]	0
_Py_CheckFunctionResult	2.895s	8,096,000,000	6,896,000,000	1.174	14.9%	36.6%	0.0%	3.7%	3.7%	7.4%	24.1%	0.0%	0.0%	0.0%	0.0%	50.1%	2.8 GHz	[Unknown]	_Py_CheckFunctionResult	call.c	0
do_user_addr_fault	2.865s	10,832,000,000	14,160,000,000	0.765	44.0%	52.5%	2.5%	8.3%	0.0%	4.2%	1.4%	0.0%	0.0%	0.0%	0.0%	0.8%	3.8 GHz	[Unknown]	do_user_addr_fault	[Unknown]	0
__memcmp_avx2_movbe	2.750s	7,856,000,000	3,120,000,000	2.518	11.8%	85.8%	15.5%	11.5%	0.0%	19.1%	36.3%	0.0%	0.0%	0.0%	0.0%	85.1%	2.9 GHz	[Unknown]	__memcmp_avx2_movbe	memcmp-avx2-movbe.S	0
syscall_return_via_sysret	2.740s	7,792,000,000	1,488,000,000	5.237	14.0%	22.2%	0.0%	0.0%	5.8%	1.9%	36.6%	0.0%	0.0%	0.0%	0.0%	64.6%	2.8 GHz	[Unknown]	syscall_return_via_sysret	[Unknown]	0
__mod_zone_page_state	2.730s	13,584,000,000	36,368,000,000	0.374	35.3%	10.2%	0.0%	7.7%	0.0%	3.3%	0.0%	0.0%	0.0%	0.0%	1.1%	20.7%	5.0 GHz	[Unknown]	__mod_zone_page_state	[Unknown]	0
__strlen_avx2	2.710s	8,672,000,000	2,864,000,000	3.028	7.6%	45.2%	10.6%	12.1%	0.0%	24.2%	17.3%	0.0%	0.0%	0.0%	0.0%	7.6%	3.2 GHz	[Unknown]	__strlen_avx2	strlen-avx2.S	0
PyObject_SetAttr	2.700s	7,968,000,000	8,352,000,000	0.954	11.7%	54.0%	50.6%	0.0%	13.2%	19.3%	50.8%	0.0%	0.0%	0.0%	5.6%	0.0%	3.0 GHz	[Unknown]	PyObject_SetAttr	object.c	0
ImagingAllocateArray	2.680s	9,344,000,000	34,064,000,000	0.274	78.0%	18.6%	0.0%	1.6%	1.6%	0.0%	9.6%	0.0%	0.0%	0.0%	1.6%	11.0%	3.5 GHz	[Unknown]	ImagingAllocateArray	[Unknown]	0
entry_SYSCALL_64	2.640s	8,512,000,000	464,000,000	18.345	3.2%	20.8%	7.2%	0.0%	5.3%	0.0%	35.2%	0.0%	0.0%	0.0%	0.0%	68.8%	3.2 GHz	[Unknown]	entry_SYSCALL_64	[Unknown]	0
mem_cgroup_throttle_swaprate	2.640s	7,360,000,000	6,384,000,000	1.153	26.3%	34.9%	33.6%	2.0%	4.1%	0.0%	0.0%	0.0%	0.0%	0.0%	30.6%	0.0%	2.8 GHz	[Unknown]	mem_cgroup_throttle_swaprate	[Unknown]	0
percpu_counter_add_batch	2.565s	9,504,000,000	15,760,000,000	0.603	46.6%	42.6%	0.0%	1.6%	0.0%	1.7%	6.3%	0.0%	0.0%	0.0%	0.0%		3.7 GHz	[Unknown]	percpu_counter_add_batch	[Unknown]	0
shmem_fault	2.560s	9,568,000,000	13,888,000,000	0.689	27.0%	21.9%	5.0%	15.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	28.3%	3.7 GHz	[Unknown]	shmem_fault	[Unknown]	0
shmem_undo_range	2.550s	7,328,000,000	4,720,000,000	1.553	15.8%	26.8%	54.3%	12.3%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.3%	2.9 GHz	[Unknown]	shmem_undo_range	[Unknown]	0
up_read	2.505s	9,616,000,000	13,504,000,000	0.712	29.1%	50.0%	15.2%	32.8%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	3.3%	3.8 GHz	[Unknown]	up_read	[Unknown]	0
at::detail::_empty_generic<long>	2.500s	6,464,000,000	3,168,000,000	2.040	16.7%	88.9%	6.6%	27.8%	7.0%	16.2%	55.7%	0.0%	0.0%	0.0%	0.0%	5.7%	2.6 GHz	[Unknown]	at::detail::_empty_generic<long>(c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType, c10::optional<c10::MemoryFormat>)	[Unknown]	0
generic_file_buffered_read	2.380s	5,744,000,000	2,768,000,000	2.075	16.5%	43.5%	1.4%	31.3%	0.0%	10.4%	13.1%	0.0%	0.0%	0.0%	7.8%	0.0%	2.4 GHz	[Unknown]	generic_file_buffered_read	[Unknown]	0
normalize_coeffs_8bpc	2.300s	7,808,000,000	28,752,000,000	0.272	92.6%	15.1%	10.2%	0.0%	0.0%	1.9%	28.8%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	normalize_coeffs_8bpc	[Unknown]	0
vm_normal_page	2.245s	4,928,000,000	11,184,000,000	0.441	91.6%	14.2%	0.0%	12.2%	0.0%	9.1%	33.5%	0.0%	0.0%	0.0%	0.0%	14.2%	2.2 GHz	[Unknown]	vm_normal_page	[Unknown]	0
convertsimple	2.220s	5,968,000,000	3,808,000,000	1.567	20.1%	77.6%	12.9%	32.7%	0.0%	27.6%	20.1%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	convertsimple	getargs.c	0
PyObject_IsTrue	2.215s	5,904,000,000	3,824,000,000	1.544	9.5%	81.3%	21.0%	0.0%	15.2%	30.5%	38.1%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	PyObject_IsTrue	object.c	0
slot_tp_getattr_hook	2.190s	6,368,000,000	8,384,000,000	0.760	31.0%	31.0%	25.7%	9.4%	2.4%	11.8%	23.6%	0.0%	0.0%	0.0%	2.4%	8.4%	2.9 GHz	[Unknown]	slot_tp_getattr_hook	typeobject.c	0
xas_start	2.150s	7,312,000,000	13,936,000,000	0.525	42.1%	21.8%	2.6%	10.3%	0.0%	0.0%	16.4%	0.0%	0.0%	0.0%	4.1%	16.0%	3.4 GHz	[Unknown]	xas_start	[Unknown]	0
shmem_alloc_and_acct_page	2.150s	8,224,000,000	14,576,000,000	0.564	49.0%	18.0%	0.0%	10.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	25.5%	15.2%	3.8 GHz	[Unknown]	shmem_alloc_and_acct_page	[Unknown]	0
ImagingPaste	2.140s	8,160,000,000	4,592,000,000	1.777	10.8%	6.3%	4.5%	0.0%	18.4%	11.0%	44.1%	0.0%	0.0%	0.0%	20.2%	39.2%	3.8 GHz	[Unknown]	ImagingPaste	[Unknown]	0
func@0x368860	2.130s	8,160,000,000	1,392,000,000	5.862	2.8%	0.0%	77.7%	3.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	15.1%	3.8 GHz	[Unknown]	func@0x368860	[Unknown]	0
free_pages_and_swap_cache	2.095s	5,632,000,000	7,072,000,000	0.796	17.6%	3.5%	0.0%	0.0%	10.7%	29.3%	37.3%	0.0%	0.0%	0.0%	0.0%	36.4%	2.7 GHz	[Unknown]	free_pages_and_swap_cache	[Unknown]	0
down_read_trylock	2.095s	4,624,000,000	13,840,000,000	0.334	95.5%	43.0%	1.6%	29.2%	3.2%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2 GHz	[Unknown]	down_read_trylock	[Unknown]	0
_PyFrame_New_NoTrack	2.085s	5,520,000,000	3,888,000,000	1.420	11.6%	22.1%	3.5%	27.2%	0.0%	43.5%	48.9%	0.0%	0.0%	0.0%	24.5%	17.0%	2.6 GHz	[Unknown]	_PyFrame_New_NoTrack	frameobject.c	0
func@0x1976c0	2.075s	4,704,000,000	16,960,000,000	0.277	52.5%	9.0%	0.0%	0.0%	6.4%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	63.2%	2.3 GHz	[Unknown]	func@0x1976c0	[Unknown]	0
fault_dirty_shared_page	2.070s	6,032,000,000	18,800,000,000	0.321	66.5%	54.7%	0.0%	9.9%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	2.9 GHz	[Unknown]	fault_dirty_shared_page	[Unknown]	0
policy_nodemask	2.050s	7,136,000,000	1,488,000,000	4.796	10.0%	4.0%	0.0%	0.0%	0.0%	0.0%	2.1%	0.0%	0.0%	0.0%	100.0%	34.2%	3.5 GHz	[Unknown]	policy_nodemask	[Unknown]	0
memcg_kmem_get_cache	2.030s	6,000,000,000	336,000,000	17.857	4.7%	32.3%	11.7%	0.0%	25.0%	45.0%	37.5%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	memcg_kmem_get_cache	[Unknown]	0
at::TensorIteratorBase::fast_set_up	2.025s	7,120,000,000	3,328,000,000	2.139	12.6%	77.8%	6.7%	14.7%	10.5%	1.5%	16.9%	0.0%	0.0%	0.0%	0.0%	1.5%	3.5 GHz	[Unknown]	at::TensorIteratorBase::fast_set_up(at::TensorIteratorConfig const&)	[Unknown]	0
do_numa_page	2.020s	6,160,000,000	2,624,000,000	2.348	14.0%	21.9%	0.0%	2.4%	0.0%	0.0%	58.4%	97.4%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	do_numa_page	[Unknown]	0
_PyObject_GC_UNTRACK	2.005s	7,792,000,000	4,272,000,000	1.824	15.9%	60.6%	8.5%	1.9%	0.0%	19.3%	19.3%	0.0%	0.0%	0.0%	0.0%	6.2%	3.9 GHz	[Unknown]	_PyObject_GC_UNTRACK	pycore_object.h	0
__GI___clock_gettime	2.000s	5,776,000,000	14,816,000,000	0.390	49.3%	4.1%	0.0%	2.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	76.6%	2.9 GHz	[Unknown]	__GI___clock_gettime	clock_gettime.c	0
pybind11::cpp_function::dispatcher	1.990s	7,168,000,000	3,520,000,000	2.036	11.6%	99.7%	0.0%	14.6%	0.0%	33.5%	20.9%	0.0%	0.0%	0.0%	4.2%	0.0%	3.6 GHz	[Unknown]	pybind11::cpp_function::dispatcher(_object*, _object*, _object*)	[Unknown]	0
PyObject_GetItem	1.985s	6,000,000,000	8,528,000,000	0.704	48.4%	38.9%	0.0%	2.5%	0.0%	20.0%	2.5%	0.0%	0.0%	0.0%	2.5%	25.9%	3.0 GHz	[Unknown]	PyObject_GetItem	abstract.c	0
__strcmp_avx2	1.935s	4,880,000,000	2,992,000,000	1.631	8.5%	100.0%	29.8%	15.4%	0.0%	43.0%	52.3%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5 GHz	[Unknown]	__strcmp_avx2	strcmp-avx2.S	0
__libc_calloc	1.915s	6,128,000,000	3,632,000,000	1.687	10.6%	85.4%	8.3%	34.3%	9.8%	22.0%	12.2%	0.0%	0.0%	0.0%	14.7%	0.0%	3.2 GHz	[Unknown]	__libc_calloc	malloc.c	0
set_page_dirty	1.915s	4,288,000,000	7,792,000,000	0.550	63.1%	28.3%	0.0%	7.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	48.7%	2.2 GHz	[Unknown]	set_page_dirty	[Unknown]	0
unicode_eq	1.905s	5,760,000,000	1,072,000,000	5.373	10.2%	61.6%	7.8%	18.2%	7.8%	23.4%	26.0%	0.0%	0.0%	0.0%	0.0%	7.5%	3.0 GHz	[Unknown]	unicode_eq	eq.h	0
_raw_spin_unlock_irqrestore	1.890s	6,640,000,000	12,112,000,000	0.548	49.8%	13.1%	0.0%	15.8%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	49.4%	3.5 GHz	[Unknown]	_raw_spin_unlock_irqrestore	[Unknown]	0
__do_page_fault	1.875s	6,240,000,000	6,800,000,000	0.918	56.0%	34.7%	0.0%	7.2%	0.0%	7.2%	4.8%	0.0%	0.0%	0.0%	0.0%	10.4%	3.3 GHz	[Unknown]	__do_page_fault	[Unknown]	0
__pthread_cond_signal	1.870s	4,784,000,000	1,424,000,000	3.360	18.6%	55.9%	7.9%	12.5%	3.1%	0.0%	31.4%	0.0%	0.0%	0.0%	0.0%	9.5%	2.6 GHz	[Unknown]	__pthread_cond_signal	pthread_cond_signal.c	0
insertdict	1.845s	8,192,000,000	5,568,000,000	1.471	25.6%	36.5%	4.2%	18.3%	0.0%	18.3%	25.6%	0.0%	0.0%	0.0%	0.0%	2.6%	4.4 GHz	[Unknown]	insertdict	dictobject.c	0
at::native::copy_impl	1.835s	6,320,000,000	2,816,000,000	2.244	5.2%	92.7%	14.0%	33.2%	0.0%	40.3%	45.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	at::native::copy_impl(at::Tensor&, at::Tensor const&, bool)	[Unknown]	0
_PyType_GetModuleByDef	1.835s	4,976,000,000	10,400,000,000	0.478	58.8%	29.8%	1.8%	27.1%	0.0%	6.0%	3.0%	0.0%	0.0%	0.0%	0.0%	3.2%	2.7 GHz	[Unknown]	_PyType_GetModuleByDef	typeobject.c	0
xas_find_conflict	1.830s	5,456,000,000	12,976,000,000	0.420	55.8%	35.0%	58.3%	0.0%	2.7%	0.0%	5.5%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	xas_find_conflict	[Unknown]	0
shmem_pseudo_vma_init	1.825s	6,496,000,000	7,328,000,000	0.886	48.7%	14.1%	0.0%	6.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	37.8%	3.6 GHz	[Unknown]	shmem_pseudo_vma_init	[Unknown]	0
kmem_cache_alloc	1.810s	5,424,000,000	1,600,000,000	3.390	11.1%	43.6%	0.0%	0.0%	19.4%	24.0%	52.5%	100.0%	0.0%	0.0%	16.6%	11.7%	3.0 GHz	[Unknown]	kmem_cache_alloc	[Unknown]	0
PyType_HasFeature	1.795s	5,472,000,000	4,752,000,000	1.152	16.4%	87.1%	26.1%	0.0%	8.2%	8.2%	19.2%	0.0%	0.0%	0.0%	2.7%	0.0%	3.0 GHz	[Unknown]	PyType_HasFeature	object.h	0
take_gil	1.795s	4,944,000,000	1,360,000,000	3.635	7.1%	91.2%	44.2%	0.0%	36.4%	12.1%	54.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8 GHz	[Unknown]	take_gil	ceval_gil.h	0
torch::FunctionParameter::check	1.795s	5,536,000,000	3,200,000,000	1.730	24.5%	79.4%	0.0%	0.0%	10.8%	27.1%	24.4%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1 GHz	[Unknown]	torch::FunctionParameter::check(_object*, std::vector<pybind11::handle, std::allocator<pybind11::handle>>&, int, long*)	[Unknown]	0
mem_cgroup_update_lru_size	1.775s	6,384,000,000	14,480,000,000	0.441	53.5%	18.2%	0.0%	7.0%	0.0%	4.7%	2.3%	0.0%	0.0%	0.0%	0.0%	25.1%	3.6 GHz	[Unknown]	mem_cgroup_update_lru_size	[Unknown]	0
THPVariable_subclass_dealloc	1.760s	4,912,000,000	2,624,000,000	1.872	3.7%	28.1%	4.6%	12.2%	0.0%	15.3%	45.8%	0.0%	0.0%	0.0%	6.1%	19.6%	2.8 GHz	[Unknown]	THPVariable_subclass_dealloc(_object*)	[Unknown]	0
