Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	108.750s	294,576,000,000	1,359,232,000,000	0.217	100.0%	0.9%	0.0%	0.1%	0.0%	0.4%	75.9%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	101.120s	220,464,000,000	480,000,000	459.300	6.5%	0.2%	0.1%	0.0%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	91.7%	46.6%	2.2 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	75.025s	261,600,000,000	113,440,000,000	2.306	11.6%	7.3%	5.3%	2.4%	1.5%	3.1%	69.7%	100.0%	4.6%	0.0%	6.1%	27.7%	3.5 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
jpeg_huff_decode	66.565s	157,984,000,000	139,568,000,000	1.132	22.8%	17.3%	50.8%	3.5%	0.3%	0.2%	34.8%	0.0%	0.0%	0.0%	0.0%	6.9%	2.4 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
jpeg_idct_16x8	53.595s	169,520,000,000	545,280,000,000	0.311	82.3%	3.2%	6.1%	0.6%	0.0%	0.0%	35.0%	0.0%	0.0%	0.0%	0.1%	8.1%	3.2 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
func@0x159f20	49.820s	167,312,000,000	440,384,000,000	0.380	67.2%	0.9%	3.3%	2.3%	0.0%	0.0%	12.3%	0.0%	0.0%	0.0%	0.0%	26.8%	3.4 GHz	[Unknown]	func@0x159f20	[Unknown]	0
page_fault	49.115s	161,472,000,000	6,096,000,000	26.488	13.4%	13.0%	7.8%	0.0%	1.6%	0.0%	46.0%	0.0%	0.0%	0.0%	6.8%	49.8%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	47.795s	156,096,000,000	14,560,000,000	10.721	8.4%	15.9%	4.1%	1.7%	1.2%	0.0%	2.8%	0.0%	0.0%	0.0%	0.2%	41.7%	3.3 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	46.245s	126,176,000,000	132,928,000,000	0.949	25.9%	0.4%	1.1%	1.3%	24.0%	9.3%	91.8%	0.0%	0.0%	0.0%	38.8%	21.0%	2.7 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
ImagingPackRGB	46.025s	121,296,000,000	466,000,000,000	0.260	76.7%	4.8%	6.9%	1.0%	0.6%	0.6%	42.3%	0.0%	0.0%	0.0%	0.4%	10.5%	2.6 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
__memset_avx2_unaligned_erms	40.990s	96,096,000,000	169,136,000,000	0.568	45.8%	28.1%	21.8%	4.4%	0.0%	0.0%	36.1%	0.0%	0.0%	0.0%	3.4%	1.7%	2.3 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	38.855s	109,888,000,000	112,112,000,000	0.980	26.9%	15.4%	1.4%	0.0%	5.7%	28.8%	95.0%	0.0%	0.0%	0.0%	3.8%	27.9%	2.8 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
_Py_DECREF	37.985s	90,768,000,000	79,984,000,000	1.135	16.0%	47.7%	22.7%	12.7%	0.0%	23.0%	35.2%	7.6%	0.0%	0.0%	1.5%	4.5%	2.4 GHz	[Unknown]	_Py_DECREF	object.h	0
clock_gettime	33.990s	122,368,000,000	245,088,000,000	0.499	55.1%	1.7%	0.0%	2.6%	0.0%	0.0%	14.0%	0.0%	0.0%	1.2%	0.0%	64.1%	3.6 GHz	[Unknown]	clock_gettime	[Unknown]	0
func@0x4e0d70	31.265s	93,600,000,000	105,856,000,000	0.884	30.6%	2.9%	23.1%	0.3%	0.0%	0.0%	13.5%	0.0%	0.0%	0.0%	0.0%	43.1%	3.0 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
ImagingFlipLeftRight	25.280s	73,200,000,000	287,904,000,000	0.254	95.1%	0.8%	2.5%	0.2%	0.6%	0.8%	43.9%	0.0%	0.0%	0.0%	1.0%	1.2%	2.9 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
mem_cgroup_try_charge	23.860s	84,816,000,000	7,632,000,000	11.113	4.0%	0.6%	1.2%	2.7%	0.0%	0.0%	0.9%	0.0%	0.0%	0.0%	92.1%	45.5%	3.6 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
zap_pte_range.isra.0	23.215s	42,496,000,000	50,432,000,000	0.843	34.5%	14.8%	0.0%	4.6%	6.0%	1.1%	11.3%	38.3%	19.8%	0.0%	0.4%	1.3%	1.8 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
_int_malloc	22.425s	52,384,000,000	29,392,000,000	1.782	8.6%	43.8%	16.4%	13.5%	9.4%	30.6%	50.1%	7.8%	0.0%	0.0%	0.9%	9.5%	2.3 GHz	[Unknown]	_int_malloc	malloc.c	0
_Py_INCREF	19.875s	52,000,000,000	34,288,000,000	1.517	18.5%	42.7%	23.0%	6.3%	4.3%	26.5%	32.0%	38.1%	0.0%	5.4%	7.2%	1.3%	2.6 GHz	[Unknown]	_Py_INCREF	object.h	0
copy_user_enhanced_fast_string	19.430s	48,448,000,000	2,144,000,000	22.597	10.4%	1.8%	0.0%	10.5%	12.4%	7.0%	68.7%	0.0%	0.0%	100.0%	47.1%	12.3%	2.5 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
func@0x36a860	18.665s	51,840,000,000	72,800,000,000	0.712	24.2%	1.9%	59.0%	3.8%	0.0%	0.0%	13.9%	0.0%	0.0%	0.0%	0.0%	9.8%	2.8 GHz	[Unknown]	func@0x36a860	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	16.380s	59,520,000,000	10,096,000,000	5.895	12.7%	21.1%	1.0%	6.0%	1.3%	0.5%	2.5%	0.0%	0.0%	0.0%	0.0%	51.9%	3.6 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
func@0x291e70	15.620s	53,184,000,000	108,160,000,000	0.492	70.6%	7.6%	0.0%	13.8%	0.0%	0.0%	13.0%	0.0%	0.0%	0.0%	0.0%	54.1%	3.4 GHz	[Unknown]	func@0x291e70	[Unknown]	0
error_entry	15.530s	58,160,000,000	9,696,000,000	5.998	10.7%	10.2%	5.6%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	73.5%	3.7 GHz	[Unknown]	error_entry	[Unknown]	0
__handle_mm_fault	14.290s	44,064,000,000	77,136,000,000	0.571	47.7%	33.7%	4.3%	6.5%	1.4%	2.7%	4.4%	0.0%	0.0%	0.0%	0.0%	8.4%	3.1 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
change_pte_range	14.270s	42,464,000,000	21,152,000,000	2.008	9.6%	0.3%	0.0%	6.0%	0.0%	0.1%	69.6%	100.0%	100.0%	0.0%	0.0%	9.7%	3.0 GHz	[Unknown]	change_pte_range	[Unknown]	0
pymalloc_alloc	14.070s	34,640,000,000	15,840,000,000	2.187	13.8%	52.8%	16.9%	14.3%	8.2%	25.1%	28.6%	0.0%	0.0%	0.0%	0.9%	4.3%	2.5 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
lookdict_unicode_nodummy	14.000s	37,552,000,000	19,952,000,000	1.882	11.1%	36.8%	27.7%	0.0%	6.8%	24.4%	39.5%	8.7%	0.0%	0.0%	0.8%	1.2%	2.7 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
xas_load	13.760s	35,888,000,000	38,000,000,000	0.944	34.2%	17.1%	5.3%	15.9%	0.0%	7.5%	21.3%	0.0%	52.0%	0.0%	9.6%	16.5%	2.6 GHz	[Unknown]	xas_load	[Unknown]	0
_PyType_Lookup	13.575s	31,120,000,000	31,520,000,000	0.987	25.6%	42.4%	13.9%	8.7%	11.6%	23.8%	40.5%	0.0%	0.0%	0.0%	1.9%	4.1%	2.3 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
func@0x175ac0	13.010s	40,176,000,000	41,088,000,000	0.978	39.7%	0.0%	0.0%	0.0%	0.0%	0.0%	8.2%	0.0%	0.0%	0.0%	0.0%	81.3%	3.1 GHz	[Unknown]	func@0x175ac0	[Unknown]	0
release_pages	12.615s	33,872,000,000	52,176,000,000	0.649	37.0%	22.9%	9.0%	19.5%	3.1%	0.0%	2.7%	0.0%	0.0%	0.0%	0.0%	15.3%	2.7 GHz	[Unknown]	release_pages	[Unknown]	0
rmqueue	12.270s	40,288,000,000	60,688,000,000	0.664	38.4%	7.1%	0.0%	5.6%	0.0%	1.5%	23.1%	25.5%	39.5%	0.0%	40.2%	16.7%	3.3 GHz	[Unknown]	rmqueue	[Unknown]	0
get_mem_cgroup_from_mm	12.005s	40,480,000,000	10,896,000,000	3.715	4.3%	1.5%	1.4%	75.6%	5.6%	0.7%	0.7%	0.0%	0.0%	0.0%	87.5%	1.4%	3.4 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
mark_page_accessed	11.620s	24,672,000,000	23,872,000,000	1.034	20.5%	21.7%	24.8%	14.0%	1.2%	0.0%	15.2%	0.0%	0.0%	0.0%	0.0%	21.6%	2.1 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
precompute_coeffs	11.490s	31,312,000,000	73,280,000,000	0.427	62.8%	3.9%	11.8%	2.4%	0.0%	0.5%	31.1%	0.0%	0.0%	0.0%	3.8%	19.7%	2.7 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
_int_free	11.105s	27,632,000,000	24,208,000,000	1.141	24.6%	56.6%	16.3%	17.4%	2.7%	10.2%	59.2%	0.0%	0.0%	0.0%	0.0%	0.5%	2.5 GHz	[Unknown]	_int_free	malloc.c	0
__GI___pthread_mutex_lock	11.075s	20,176,000,000	17,472,000,000	1.155	25.0%	71.4%	11.5%	18.6%	4.5%	14.1%	57.2%	14.2%	0.0%	0.0%	0.0%	0.0%	1.8 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
try_charge	10.970s	43,536,000,000	15,504,000,000	2.808	10.2%	1.2%	0.0%	13.1%	1.0%	0.3%	1.0%	0.0%	0.0%	0.0%	68.9%	42.5%	4.0 GHz	[Unknown]	try_charge	[Unknown]	0
__mod_lruvec_state	10.895s	28,768,000,000	38,976,000,000	0.738	37.3%	15.4%	18.7%	9.4%	5.2%	4.7%	6.8%	0.0%	0.0%	0.0%	0.0%	15.0%	2.6 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
sep_upsample	10.885s	24,800,000,000	67,632,000,000	0.367	57.6%	20.1%	0.0%	12.1%	0.0%	3.0%	33.3%	0.0%	0.0%	0.0%	0.6%	15.8%	2.3 GHz	[Unknown]	sep_upsample	[Unknown]	0
_PyEval_MakeFrameVector	10.570s	25,520,000,000	15,488,000,000	1.648	15.1%	33.3%	21.8%	0.0%	14.1%	22.4%	34.7%	46.8%	0.0%	0.0%	20.0%	0.0%	2.4 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
mem_cgroup_try_charge_delay	10.430s	39,424,000,000	6,240,000,000	6.318	5.7%	0.6%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	43.5%	3.8 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
filemap_map_pages	10.330s	20,448,000,000	19,360,000,000	1.056	26.9%	6.7%	0.0%	3.7%	0.0%	0.6%	24.2%	100.0%	100.0%	45.9%	0.0%	40.1%	2.0 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
_PyObject_GetMethod	9.345s	19,504,000,000	11,568,000,000	1.686	14.6%	39.8%	23.2%	20.0%	0.0%	31.5%	31.5%	25.0%	0.0%	0.0%	0.0%	10.0%	2.1 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
lookdict_unicode	9.155s	19,344,000,000	9,328,000,000	2.074	19.9%	49.8%	33.2%	1.6%	21.7%	15.2%	52.0%	0.0%	0.0%	0.0%	0.8%	0.0%	2.1 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
_dl_update_slotinfo	9.100s	24,480,000,000	36,528,000,000	0.670	31.1%	36.0%	6.7%	0.0%	0.0%	12.3%	41.7%	0.0%	0.0%	0.0%	0.0%	18.2%	2.7 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
__GI___libc_malloc	9.095s	21,936,000,000	8,896,000,000	2.466	10.8%	48.2%	9.0%	13.0%	0.0%	16.4%	29.4%	0.0%	0.0%	0.0%	2.7%	13.4%	2.4 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
__mod_node_page_state	8.920s	24,576,000,000	50,496,000,000	0.487	52.7%	20.6%	8.8%	7.9%	1.8%	0.0%	5.5%	0.0%	0.0%	0.0%	0.0%	11.4%	2.8 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
lookdict_split	8.850s	17,776,000,000	23,536,000,000	0.755	25.9%	35.3%	17.0%	9.3%	0.8%	13.3%	26.2%	0.0%	0.0%	0.0%	0.0%	3.4%	2.0 GHz	[Unknown]	lookdict_split	dictobject.c	0
jpeg_make_d_derived_tbl	8.690s	16,400,000,000	16,064,000,000	1.021	32.2%	37.4%	13.7%	9.1%	0.0%	0.0%	9.1%	0.0%	0.0%	0.0%	5.5%	0.0%	1.9 GHz	[Unknown]	jpeg_make_d_derived_tbl	[Unknown]	0
do_syscall_64	8.585s	19,440,000,000	2,784,000,000	6.983	5.3%	23.2%	3.2%	5.4%	0.0%	7.7%	23.1%	0.0%	0.0%	0.0%	0.8%	53.4%	2.3 GHz	[Unknown]	do_syscall_64	[Unknown]	0
__mod_memcg_state	8.505s	27,664,000,000	40,032,000,000	0.691	43.9%	33.7%	13.9%	15.2%	1.1%	4.3%	2.7%	0.0%	0.0%	0.0%	0.0%	0.0%	3.3 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
_PyObject_GenericGetAttrWithDict	8.220s	18,688,000,000	20,832,000,000	0.897	24.2%	41.3%	11.0%	0.0%	0.0%	24.9%	23.3%	24.8%	0.0%	0.0%	3.2%	10.3%	2.3 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
c10::impl::OperatorEntry::lookup	8.170s	18,064,000,000	15,152,000,000	1.192	17.6%	53.3%	5.4%	7.5%	7.5%	23.3%	66.4%	0.0%	0.0%	0.0%	0.0%	9.9%	2.2 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
l2rgb	8.125s	16,208,000,000	35,072,000,000	0.462	58.8%	1.0%	2.9%	1.9%	0.0%	0.9%	35.2%	0.0%	0.0%	0.0%	55.5%	19.2%	2.0 GHz	[Unknown]	l2rgb	[Unknown]	0
PyObject_GetAttr	8.040s	20,208,000,000	12,208,000,000	1.655	11.4%	29.2%	28.7%	14.1%	4.5%	26.7%	45.3%	10.3%	0.0%	0.0%	0.7%	7.2%	2.5 GHz	[Unknown]	PyObject_GetAttr	object.c	0
__tls_get_addr	8.015s	20,192,000,000	17,232,000,000	1.172	25.3%	51.8%	2.5%	14.9%	0.0%	21.5%	52.7%	0.0%	0.0%	0.0%	0.7%	6.0%	2.5 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
__pagevec_lru_add_fn	7.570s	26,000,000,000	39,936,000,000	0.651	48.3%	34.8%	0.1%	15.0%	0.0%	0.0%	2.3%	0.0%	0.0%	0.0%	0.0%	11.3%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
handle_mm_fault	7.415s	24,656,000,000	39,744,000,000	0.620	39.8%	12.0%	5.9%	22.5%	0.6%	0.6%	0.6%	0.0%	0.0%	0.0%	0.0%	31.1%	3.3 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
__pthread_mutex_unlock_usercnt	7.390s	14,000,000,000	20,976,000,000	0.667	30.8%	62.0%	8.4%	22.5%	0.0%	0.0%	57.9%	0.0%	0.0%	0.0%	1.1%	0.0%	1.9 GHz	[Unknown]	__pthread_mutex_unlock_usercnt	pthread_mutex_unlock.c	0
__activate_page	7.330s	21,456,000,000	38,304,000,000	0.560	49.7%	8.8%	25.5%	13.3%	0.0%	0.0%	3.5%	0.0%	0.0%	0.0%	2.8%	12.1%	2.9 GHz	[Unknown]	__activate_page	[Unknown]	0
page_remove_rmap	7.305s	13,136,000,000	27,552,000,000	0.477	65.0%	6.1%	0.0%	18.3%	0.0%	0.0%	12.6%	0.0%	0.0%	0.0%	0.0%	26.6%	1.8 GHz	[Unknown]	page_remove_rmap	[Unknown]	0
frame_dealloc	7.235s	18,064,000,000	15,600,000,000	1.158	20.9%	29.2%	14.9%	6.6%	0.0%	18.3%	22.4%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5 GHz	[Unknown]	frame_dealloc	frameobject.c	0
PyType_IsSubtype	6.895s	22,576,000,000	7,648,000,000	2.952	14.0%	48.3%	11.3%	2.0%	10.6%	18.6%	25.2%	0.0%	0.0%	0.0%	0.0%	4.6%	3.3 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
_PyFunction_Vectorcall	6.810s	14,480,000,000	7,456,000,000	1.942	9.9%	34.5%	17.3%	0.0%	0.0%	29.0%	33.1%	0.0%	0.0%	0.0%	10.4%	7.8%	2.1 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
