Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
normalize_coeffs_8bpc	3.060s	7,344,000,000	30,688,000,000	0.239	100.0%	20.6%	0.0%	6.1%	0.0%	4.1%	40.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4 GHz	[Unknown]	normalize_coeffs_8bpc	[Unknown]	0
ImagingJpegDecode	3.055s	12,560,000,000	18,384,000,000	0.683	49.0%	24.2%	27.5%	4.8%	1.2%	2.4%	9.6%	0.0%	0.0%	0.0%	0.0%	0.0%	4.1 GHz	[Unknown]	ImagingJpegDecode	[Unknown]	0
ImagingAllocateArray	3.040s	9,152,000,000	33,056,000,000	0.277	82.8%	19.6%	0.0%	3.3%	1.6%	0.0%	4.9%	0.0%	0.0%	0.0%	0.0%	9.7%	3.0 GHz	[Unknown]	ImagingAllocateArray	[Unknown]	0
__memcmp_avx2_movbe	2.970s	9,488,000,000	5,168,000,000	1.836	15.6%	85.0%	6.0%	4.7%	0.0%	6.1%	66.4%	77.3%	0.0%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	__memcmp_avx2_movbe	memcmp-avx2-movbe.S	0
do_numa_page	2.950s	6,336,000,000	2,336,000,000	2.712	32.3%	19.9%	0.0%	14.2%	0.0%	2.4%	61.6%	100.0%	0.0%	0.0%	0.0%	10.5%	2.1 GHz	[Unknown]	do_numa_page	[Unknown]	0
slot_tp_getattr_hook	2.940s	7,856,000,000	8,768,000,000	0.896	36.1%	33.5%	18.0%	0.0%	11.5%	15.3%	28.6%	0.0%	0.0%	0.0%	0.0%	6.2%	2.7 GHz	[Unknown]	slot_tp_getattr_hook	typeobject.c	0
jpeg_read_scanlines	2.885s	11,264,000,000	14,176,000,000	0.795	35.6%	21.6%	28.6%	4.0%	0.0%	2.7%	4.0%	0.0%	0.0%	0.0%	1.3%	11.7%	3.9 GHz	[Unknown]	jpeg_read_scanlines	[Unknown]	0
find_get_entry	2.850s	9,744,000,000	8,992,000,000	1.084	18.7%	30.2%	5.1%	18.5%	9.2%	7.5%	26.2%	17.7%	55.0%	0.0%	3.1%	8.8%	3.4 GHz	[Unknown]	find_get_entry	[Unknown]	0
syscall_return_via_sysret	2.840s	9,184,000,000	1,184,000,000	7.757	12.1%	21.0%	6.3%	3.3%	4.9%	1.6%	13.1%	0.0%	0.0%	0.0%	0.0%	42.4%	3.2 GHz	[Unknown]	syscall_return_via_sysret	[Unknown]	0
do_user_addr_fault	2.810s	10,592,000,000	13,440,000,000	0.788	28.8%	52.9%	21.7%	8.5%	0.0%	2.8%	5.7%	0.0%	0.0%	0.0%	0.0%	0.0%	3.8 GHz	[Unknown]	do_user_addr_fault	[Unknown]	0
policy_nodemask	2.760s	7,984,000,000	816,000,000	9.784	6.5%	3.3%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	73.3%	46.3%	2.9 GHz	[Unknown]	policy_nodemask	[Unknown]	0
xas_clear_mark	2.735s	9,056,000,000	19,872,000,000	0.456	33.7%	31.2%	7.2%	0.0%	3.3%	0.0%	1.7%	0.0%	0.0%	0.0%	0.0%	5.6%	3.3 GHz	[Unknown]	xas_clear_mark	[Unknown]	0
shmem_fault	2.730s	8,768,000,000	8,352,000,000	1.050	20.0%	23.6%	16.0%	18.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	26.9%	3.2 GHz	[Unknown]	shmem_fault	[Unknown]	0
psi_task_change	2.710s	5,616,000,000	3,664,000,000	1.533	14.7%	49.3%	21.8%	0.0%	2.7%	66.8%	72.1%	0.0%	0.0%	0.0%	0.0%	6.5%	2.1 GHz	[Unknown]	psi_task_change	[Unknown]	0
__errno_location	2.695s	9,040,000,000	1,184,000,000	7.635	5.2%	95.1%	35.9%	3.3%	8.3%	16.6%	39.8%	0.0%	0.0%	0.0%	0.0%	2.3%	3.4 GHz	[Unknown]	__errno_location	errno-loc.c	0
percpu_counter_add_batch	2.670s	9,120,000,000	16,352,000,000	0.558	32.2%	35.0%	29.5%	4.9%	0.0%	13.2%	4.9%	0.0%	0.0%	0.0%	1.6%	2.7%	3.4 GHz	[Unknown]	percpu_counter_add_batch	[Unknown]	0
LogAPIUsageOnceFromPython	2.640s	8,032,000,000	1,024,000,000	7.844	5.9%	39.6%	3.0%	35.5%	0.0%	26.5%	20.5%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	LogAPIUsageOnceFromPython(std::string const&)	[Unknown]	0
insertdict	2.615s	6,880,000,000	9,312,000,000	0.739	26.9%	39.2%	15.0%	0.0%	8.7%	8.7%	32.7%	0.0%	0.0%	0.0%	4.4%	12.0%	2.6 GHz	[Unknown]	insertdict	dictobject.c	0
take_gil	2.570s	7,792,000,000	896,000,000	8.696	15.0%	96.0%	12.9%	21.2%	0.0%	23.1%	40.4%	0.0%	0.0%	0.0%	1.9%	0.0%	3.0 GHz	[Unknown]	take_gil	ceval_gil.h	0
PyObject_SetAttr	2.535s	8,000,000,000	5,408,000,000	1.479	12.8%	28.1%	7.5%	9.4%	0.0%	35.4%	41.3%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	PyObject_SetAttr	object.c	0
_Py_CheckFunctionResult	2.520s	7,824,000,000	8,656,000,000	0.904	13.7%	78.3%	12.1%	0.0%	3.8%	17.3%	23.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1 GHz	[Unknown]	_Py_CheckFunctionResult	call.c	0
process_data_simple_main	2.490s	9,280,000,000	15,136,000,000	0.613	56.1%	32.4%	2.5%	8.1%	1.6%	0.0%	11.3%	0.0%	0.0%	0.0%	1.6%	3.7%	3.7 GHz	[Unknown]	process_data_simple_main	[Unknown]	0
shmem_pseudo_vma_init	2.480s	5,904,000,000	8,672,000,000	0.681	100.0%	11.2%	0.0%	7.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	32.6%	2.4 GHz	[Unknown]	shmem_pseudo_vma_init	[Unknown]	0
free_pages_and_swap_cache	2.440s	4,064,000,000	7,056,000,000	0.576	26.8%	3.3%	4.5%	7.4%	0.0%	44.3%	62.7%	0.0%	0.0%	0.0%	0.0%	14.5%	1.7 GHz	[Unknown]	free_pages_and_swap_cache	[Unknown]	0
pybind11::cpp_function::dispatcher	2.410s	7,136,000,000	4,208,000,000	1.696	7.1%	100.0%	10.4%	0.0%	18.9%	33.6%	25.2%	0.0%	0.0%	0.0%	2.1%	43.8%	3.0 GHz	[Unknown]	pybind11::cpp_function::dispatcher(_object*, _object*, _object*)	[Unknown]	0
shmem_undo_range	2.315s	8,080,000,000	3,792,000,000	2.131	17.7%	40.6%	56.9%	9.3%	0.0%	0.0%	1.9%	0.0%	0.0%	0.0%	0.0%	0.0%	3.5 GHz	[Unknown]	shmem_undo_range	[Unknown]	0
lock_page_memcg	2.305s	3,296,000,000	13,600,000,000	0.242	51.3%	24.4%	4.4%	41.0%	0.0%	0.0%	4.6%	0.0%	0.0%	0.0%	0.0%	13.3%	1.4 GHz	[Unknown]	lock_page_memcg	[Unknown]	0
generic_file_buffered_read	2.295s	7,248,000,000	4,496,000,000	1.612	9.7%	32.5%	24.4%	14.5%	4.1%	8.3%	8.3%	0.0%	0.0%	0.0%	26.9%	4.5%	3.2 GHz	[Unknown]	generic_file_buffered_read	[Unknown]	0
mem_cgroup_throttle_swaprate	2.255s	7,312,000,000	6,048,000,000	1.209	22.5%	21.5%	6.4%	6.2%	2.1%	0.0%	0.0%	0.0%	0.0%	0.0%	24.6%	0.0%	3.2 GHz	[Unknown]	mem_cgroup_throttle_swaprate	[Unknown]	0
at::TensorIteratorBase::build	2.180s	7,504,000,000	4,944,000,000	1.518	11.6%	46.7%	5.6%	14.0%	2.0%	14.0%	14.0%	0.0%	0.0%	0.0%	0.0%	18.0%	3.4 GHz	[Unknown]	at::TensorIteratorBase::build(at::TensorIteratorConfig&)	[Unknown]	0
PyObject_IsTrue	2.170s	8,768,000,000	4,080,000,000	2.149	20.7%	83.3%	2.8%	13.7%	0.0%	29.1%	20.5%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0 GHz	[Unknown]	PyObject_IsTrue	object.c	0
xas_start	2.170s	8,832,000,000	12,672,000,000	0.697	47.3%	46.8%	5.9%	15.3%	0.0%	11.9%	6.8%	0.0%	0.0%	0.0%	0.0%	0.0%	4.1 GHz	[Unknown]	xas_start	[Unknown]	0
kmem_cache_alloc	2.165s	7,440,000,000	704,000,000	10.568	7.1%	25.2%	4.5%	24.2%	0.0%	30.1%	42.3%	80.6%	62.5%	0.0%	16.1%	0.0%	3.4 GHz	[Unknown]	kmem_cache_alloc	[Unknown]	0
pymalloc_free	2.105s	8,784,000,000	5,648,000,000	1.555	18.3%	53.4%	24.4%	13.7%	5.1%	12.0%	25.6%	0.0%	0.0%	0.0%	0.0%	1.1%	4.2 GHz	[Unknown]	pymalloc_free	obmalloc.c	0
__libc_calloc	2.105s	6,960,000,000	4,000,000,000	1.740	13.7%	60.2%	5.8%	47.4%	15.1%	10.8%	6.5%	0.0%	0.0%	0.0%	12.9%	0.0%	3.3 GHz	[Unknown]	__libc_calloc	malloc.c	0
func@0x320870	2.095s	3,504,000,000	608,000,000	5.763	5.6%	17.9%	0.0%	100.0%	0.0%	25.7%	64.2%	0.0%	0.0%	0.0%	4.3%	4.4%	1.7 GHz	[Unknown]	func@0x320870	[Unknown]	0
xas_find_conflict	2.090s	5,232,000,000	11,568,000,000	0.452	58.9%	33.3%	18.6%	8.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5 GHz	[Unknown]	xas_find_conflict	[Unknown]	0
_raw_spin_unlock_irqrestore	2.075s	4,336,000,000	14,432,000,000	0.300	64.8%	40.5%	0.0%	58.8%	0.0%	0.0%	10.4%	0.0%	0.0%	0.0%	0.0%		2.1 GHz	[Unknown]	_raw_spin_unlock_irqrestore	[Unknown]	0
operator new	2.070s	5,392,000,000	2,304,000,000	2.340	7.1%	95.4%	9.9%	11.1%	0.0%	0.0%	41.7%	0.0%	0.0%	0.0%	2.8%	0.0%	2.6 GHz	[Unknown]	operator new(unsigned long)	new_op.cc	0
__strlen_avx2	2.065s	10,400,000,000	2,256,000,000	4.610	3.8%	50.1%	10.6%	0.0%	8.7%	3.3%	18.8%	26.8%	0.0%	0.0%	0.0%	16.0%	5.0 GHz	[Unknown]	__strlen_avx2	strlen-avx2.S	0
tuple_alloc	2.040s	6,016,000,000	3,200,000,000	1.880	19.0%	42.2%	25.7%	10.0%	0.0%	17.5%	10.0%	0.0%	0.0%	0.0%	0.0%	7.1%	2.9 GHz	[Unknown]	tuple_alloc	tupleobject.c	0
shmem_alloc_and_acct_page	2.015s	8,752,000,000	15,360,000,000	0.570	47.7%	20.3%	0.0%	1.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	29.1%	23.3%	4.3 GHz	[Unknown]	shmem_alloc_and_acct_page	[Unknown]	0
at::TensorIteratorBase::populate_operands	1.985s	4,016,000,000	3,024,000,000	1.328	26.5%	65.4%	0.0%	14.9%	0.0%	11.2%	41.1%	0.0%	0.0%	0.0%	0.0%	7.8%	2.0 GHz	[Unknown]	at::TensorIteratorBase::populate_operands(at::TensorIteratorConfig&)	[Unknown]	0
at::TensorIteratorBase::serial_for_each	1.950s	5,472,000,000	4,320,000,000	1.267	14.8%	100.0%	12.2%	5.5%	0.0%	19.2%	35.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8 GHz	[Unknown]	at::TensorIteratorBase::serial_for_each(c10::function_ref<void (char**, long const*, long, long)>, at::Range) const	[Unknown]	0
__find_get_block	1.940s	4,992,000,000	336,000,000	14.857	6.1%	33.6%	6.1%	21.0%	0.0%	87.1%	87.1%	0.0%	0.0%	0.0%	0.0%	24.1%	2.6 GHz	[Unknown]	__find_get_block	[Unknown]	0
__d_lookup_rcu	1.930s	6,720,000,000	928,000,000	7.241	0.0%	12.5%	6.3%	22.3%	0.0%	84.8%	60.3%	89.3%	0.0%	0.0%	0.0%	0.0%	3.5 GHz	[Unknown]	__d_lookup_rcu	[Unknown]	0
at::_ops::empty_memory_format::call	1.925s	4,608,000,000	1,296,000,000	3.556	4.7%	48.5%	1.2%	13.0%	0.0%	61.8%	42.3%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4 GHz	[Unknown]	at::_ops::empty_memory_format::call(c10::ArrayRef<c10::SymInt>, c10::optional<c10::ScalarType>, c10::optional<c10::Layout>, c10::optional<c10::Device>, c10::optional<bool>, c10::optional<c10::MemoryFormat>)	[Unknown]	0
func@0x24dfd0	1.915s	3,744,000,000	1,344,000,000	2.786	7.5%	80.4%	7.5%	36.1%	0.0%	36.1%	100.0%	51.1%	0.0%	0.0%	20.0%	0.2%	2.0 GHz	[Unknown]	func@0x24dfd0	[Unknown]	0
truncate_cleanup_page	1.905s	5,344,000,000	4,336,000,000	1.232	36.4%	27.3%	0.0%	22.5%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	46.6%	2.8 GHz	[Unknown]	truncate_cleanup_page	[Unknown]	0
_PyFrame_New_NoTrack	1.900s	5,248,000,000	4,960,000,000	1.058	12.0%	20.6%	18.0%	8.6%	0.0%	51.4%	40.0%	0.0%	0.0%	0.0%	60.0%	9.5%	2.8 GHz	[Unknown]	_PyFrame_New_NoTrack	frameobject.c	0
xas_create	1.875s	4,064,000,000	11,856,000,000	0.343	64.8%	39.7%	0.0%	0.0%	0.0%	0.0%	11.1%	36.9%	0.0%	0.0%	0.0%	14.8%	2.2 GHz	[Unknown]	xas_create	[Unknown]	0
_PyObject_GC_UNTRACK	1.860s	9,072,000,000	4,880,000,000	1.859	30.6%	48.3%	0.0%	1.7%	5.0%	16.5%	16.5%	33.6%	0.0%	0.0%	3.3%	8.8%	4.9 GHz	[Unknown]	_PyObject_GC_UNTRACK	pycore_object.h	0
cfunction_call	1.855s	3,920,000,000	1,456,000,000	2.692	24.0%	100.0%	0.0%	3.8%	0.0%	53.6%	49.7%	0.0%	0.0%	0.0%	0.0%	6.8%	2.1 GHz	[Unknown]	cfunction_call	methodobject.c	0
vm_normal_page	1.850s	4,416,000,000	12,800,000,000	0.345	82.9%	10.7%	0.0%	3.4%	6.8%	0.0%	37.4%	0.0%	0.0%	0.0%	0.0%	19.5%	2.4 GHz	[Unknown]	vm_normal_page	[Unknown]	0
_PyDict_GetItem_KnownHash	1.830s	4,960,000,000	1,920,000,000	2.583	10.6%	57.0%	28.5%	6.0%	6.0%	21.3%	48.4%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	_PyDict_GetItem_KnownHash	dictobject.c	0
THPVariable_subclass_dealloc	1.810s	3,488,000,000	2,768,000,000	1.260	7.7%	100.0%	27.1%	12.9%	12.9%	17.2%	38.7%	0.0%	0.0%	0.0%	0.0%	0.0%	1.9 GHz	[Unknown]	THPVariable_subclass_dealloc(_object*)	[Unknown]	0
unicode_eq	1.800s	5,728,000,000	2,112,000,000	2.712	8.0%	70.6%	26.2%	0.0%	0.0%	52.4%	39.3%	57.0%	0.0%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	unicode_eq	eq.h	0
__GI___pthread_once	1.800s	2,864,000,000	5,664,000,000	0.506	81.0%	86.6%	0.0%	57.6%	0.0%	20.9%	26.2%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6 GHz	[Unknown]	__GI___pthread_once	pthread_once.c	0
_PyObject_IS_GC	1.795s	5,472,000,000	4,224,000,000	1.295	25.7%	30.4%	10.1%	24.7%	0.0%	65.8%	43.9%	100.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	_PyObject_IS_GC	pycore_object.h	0
dict_dealloc	1.780s	5,280,000,000	1,872,000,000	2.821	7.1%	44.2%	20.6%	34.1%	0.0%	25.6%	31.3%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	dict_dealloc	dictobject.c	0
at::TensorIteratorBase::fast_set_up	1.780s	6,256,000,000	3,840,000,000	1.629	12.8%	72.5%	0.0%	19.2%	16.8%	7.2%	16.8%	0.0%	0.0%	0.0%	0.0%	6.8%	3.5 GHz	[Unknown]	at::TensorIteratorBase::fast_set_up(at::TensorIteratorConfig const&)	[Unknown]	0
_Py_IS_TYPE	1.775s	5,264,000,000	3,536,000,000	1.489	16.2%	39.1%	8.1%	25.6%	0.0%	11.4%	19.9%	0.0%	0.0%	0.0%	5.7%	0.0%	3.0 GHz	[Unknown]	_Py_IS_TYPE	object.h	0
pybind11::detail::get_internals	1.765s	4,576,000,000	2,384,000,000	1.919	1.6%	96.3%	15.1%	0.0%	19.7%	19.7%	26.2%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6 GHz	[Unknown]	pybind11::detail::get_internals(void)	[Unknown]	0
torch::FunctionParameter::check	1.765s	6,224,000,000	2,544,000,000	2.447	8.1%	49.4%	10.4%	0.0%	7.2%	31.3%	43.4%	0.0%	0.0%	0.0%	0.0%	23.1%	3.5 GHz	[Unknown]	torch::FunctionParameter::check(_object*, std::vector<pybind11::handle, std::allocator<pybind11::handle>>&, int, long*)	[Unknown]	0
__GI___pthread_getspecific	1.760s	3,072,000,000	1,232,000,000	2.494	21.7%	97.6%	18.1%	34.2%	19.5%	9.8%	39.1%	0.0%	0.0%	0.0%	0.0%	23.3%	1.7 GHz	[Unknown]	__GI___pthread_getspecific	pthread_getspecific.c	0
at::native::copy_impl	1.755s	8,368,000,000	3,152,000,000	2.655	15.5%	56.7%	0.0%	12.5%	14.3%	12.5%	34.1%	0.0%	0.0%	0.0%	0.0%	13.7%	4.8 GHz	[Unknown]	at::native::copy_impl(at::Tensor&, at::Tensor const&, bool)	[Unknown]	0
convertsimple	1.730s	6,384,000,000	4,000,000,000	1.596	19.2%	68.6%	3.1%	4.7%	0.0%	21.1%	4.7%	0.0%	41.6%	0.0%	0.0%	6.0%	3.7 GHz	[Unknown]	convertsimple	getargs.c	0
__update_load_avg_cfs_rq	1.720s	1,248,000,000	1,152,000,000	1.083	100.0%	40.9%	30.6%	60.1%	0.0%	84.1%	48.1%	0.0%	0.0%	0.0%	12.0%	0.0%	725.6 MHz	[Unknown]	__update_load_avg_cfs_rq	[Unknown]	0
down_read_trylock	1.720s	6,704,000,000	13,520,000,000	0.496	73.1%	24.5%	0.0%	26.8%	2.2%	0.0%	2.2%	0.0%	0.0%	0.0%	0.0%	4.9%	3.9 GHz	[Unknown]	down_read_trylock	[Unknown]	0
__do_page_fault	1.695s	7,536,000,000	8,736,000,000	0.863	54.7%	30.9%	0.0%	0.0%	0.0%	11.9%	2.0%	0.0%	0.0%	0.0%	0.0%		4.4 GHz	[Unknown]	__do_page_fault	[Unknown]	0
__pthread_cond_signal	1.695s	5,904,000,000	1,600,000,000	3.690	9.8%	62.1%	12.5%	0.0%	0.0%	0.0%	20.3%	0.0%	0.0%	0.0%	0.0%	10.8%	3.5 GHz	[Unknown]	__pthread_cond_signal	pthread_cond_signal.c	0
_PyObject_LookupAttr	1.690s	5,360,000,000	5,904,000,000	0.908	9.1%	28.0%	7.7%	36.4%	0.0%	8.4%	39.2%	0.0%	0.0%	0.0%	2.8%	0.0%	3.2 GHz	[Unknown]	_PyObject_LookupAttr	object.c	0
mem_cgroup_update_lru_size	1.670s	5,136,000,000	11,056,000,000	0.465	62.9%	20.4%	3.1%	2.9%	0.0%	1.5%	2.9%	0.0%	0.0%	0.0%	0.0%	10.8%	3.1 GHz	[Unknown]	mem_cgroup_update_lru_size	[Unknown]	0
set_page_dirty	1.670s	2,352,000,000	8,368,000,000	0.281	100.0%	54.0%	0.0%	0.0%	19.1%	0.0%	12.8%	0.0%	0.0%	0.0%	0.0%	0.0%	1.4 GHz	[Unknown]	set_page_dirty	[Unknown]	0
vmacache_find	1.665s	7,248,000,000	8,704,000,000	0.833	51.7%	54.5%	11.6%	4.1%	6.2%	6.2%	20.7%	0.0%	0.0%	0.0%	0.0%	0.0%	4.4 GHz	[Unknown]	vmacache_find	[Unknown]	0
page_counter_try_charge	1.665s	6,048,000,000	800,000,000	7.560	1.7%	8.7%	3.3%	22.3%	0.0%	14.9%	0.0%	0.0%	0.0%	0.0%	57.0%	25.6%	3.6 GHz	[Unknown]	page_counter_try_charge	[Unknown]	0
PyType_HasFeature	1.655s	4,016,000,000	3,904,000,000	1.029	25.9%	91.0%	0.0%	41.1%	0.0%	18.1%	44.8%	100.0%	89.2%	0.0%	0.0%	1.2%	2.4 GHz	[Unknown]	PyType_HasFeature	object.h	0
listiter_next	1.640s	4,064,000,000	976,000,000	4.164	6.1%	69.3%	25.5%	0.0%	29.5%	51.7%	33.2%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5 GHz	[Unknown]	listiter_next	listobject.c	0
ext4_mpage_readpages	1.630s	3,104,000,000	3,488,000,000	0.890	54.7%	89.5%	0.0%	0.0%	24.2%	0.0%	19.3%	0.0%	0.0%	0.0%	38.7%	0.0%	1.9 GHz	[Unknown]	ext4_mpage_readpages	[Unknown]	0
at::TensorIteratorBase::compute_shape	1.625s	5,408,000,000	3,168,000,000	1.707	22.9%	83.2%	12.5%	5.5%	13.9%	0.0%	44.4%	0.0%	0.0%	0.0%	0.0%	23.2%	3.3 GHz	[Unknown]	at::TensorIteratorBase::compute_shape(at::TensorIteratorConfig const&)	[Unknown]	0
PyObject_GetItem	1.620s	5,504,000,000	7,344,000,000	0.749	56.7%	34.5%	10.7%	0.0%	5.5%	19.1%	16.4%	0.0%	0.0%	0.0%	2.7%	0.0%	3.4 GHz	[Unknown]	PyObject_GetItem	abstract.c	0
getset_get	1.615s	6,016,000,000	3,824,000,000	1.573	16.4%	49.3%	18.1%	2.5%	0.0%	29.9%	34.9%	0.0%	0.0%	0.0%	0.0%	0.0%	3.7 GHz	[Unknown]	getset_get	descrobject.c	0
tcache_put	1.615s	2,368,000,000	2,464,000,000	0.961	27.6%	42.6%	9.2%	0.0%	31.7%	31.7%	63.3%	0.0%	0.0%	0.0%	6.3%	0.0%	1.5 GHz	[Unknown]	tcache_put	malloc.c	0
__tls_get_addr_slow	1.610s	4,416,000,000	2,960,000,000	1.492	23.4%	69.1%	23.4%	13.6%	0.0%	10.2%	40.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	__tls_get_addr_slow	dl-tls.c	0
_Py_NewReference	1.595s	4,640,000,000	4,304,000,000	1.078	4.1%	19.3%	7.2%	22.6%	0.0%	38.8%	61.4%	0.0%	0.0%	0.0%	9.7%	27.7%	2.9 GHz	[Unknown]	_Py_NewReference	object.c	0
func_descr_get	1.585s	5,536,000,000	4,800,000,000	1.153	10.9%	51.3%	43.6%	5.4%	2.7%	0.0%	27.1%	0.0%	0.0%	0.0%	0.0%	3.3%	3.5 GHz	[Unknown]	func_descr_get	_functoolsmodule.c	0
__GI___clock_gettime	1.580s	2,368,000,000	8,416,000,000	0.281	88.6%	3.3%	0.0%	0.0%	6.3%	0.0%	19.0%	0.0%	0.0%	0.0%	0.0%	60.5%	1.5 GHz	[Unknown]	__GI___clock_gettime	clock_gettime.c	0
at::native::_to_copy	1.570s	3,904,000,000	4,688,000,000	0.833	8.0%	67.0%	6.3%	0.0%	3.8%	0.0%	38.4%	0.0%	0.0%	0.0%	0.0%	16.9%	2.5 GHz	[Unknown]	at::native::_to_copy(at::Tensor const&, c10::optional<c10::ScalarType>, c10::optional<c10::Layout>, c10::optional<c10::Device>, c10::optional<bool>, bool, c10::optional<c10::MemoryFormat>)	[Unknown]	0
_PyObject_LookupSpecial	1.570s	6,384,000,000	3,008,000,000	2.122	13.8%	63.7%	15.0%	16.4%	16.4%	11.1%	58.7%	0.0%	0.0%	0.0%	2.3%	2.7%	4.1 GHz	[Unknown]	_PyObject_LookupSpecial	typeobject.c	0
__fget_light	1.570s	3,504,000,000	1,984,000,000	1.766	11.7%	49.3%	3.9%	12.8%	17.1%	30.0%	30.0%	0.0%	0.0%	0.0%	0.0%	14.6%	2.2 GHz	[Unknown]	__fget_light	[Unknown]	0
func@0x16c2b0	1.560s	3,536,000,000	720,000,000	4.911	14.9%	93.1%	0.0%	25.5%	0.0%	33.9%	63.6%	66.2%	0.0%	0.0%	0.0%	0.0%	2.3 GHz	[Unknown]	func@0x16c2b0	[Unknown]	0
_Py_XDECREF	1.540s	5,872,000,000	3,936,000,000	1.492	11.7%	29.9%	16.8%	5.1%	15.3%	0.0%	23.0%	0.0%	0.0%	0.0%	0.0%	41.6%	3.8 GHz	[Unknown]	_Py_XDECREF	object.h	0
operator delete	1.535s	4,368,000,000	1,264,000,000	3.456	2.1%	100.0%	12.7%	24.0%	6.9%	0.0%	34.3%	0.0%	0.0%	0.0%	0.0%		2.8 GHz	[Unknown]	operator delete(void*)	del_op.cc	0
_PyObject_MakeTpCall	1.495s	7,088,000,000	2,128,000,000	3.331	16.3%	53.7%	0.0%	0.0%	25.4%	6.3%	14.8%	0.0%	0.0%	0.0%	0.0%	30.8%	4.7 GHz	[Unknown]	_PyObject_MakeTpCall	call.c	0
c10::TensorImpl::TensorImpl	1.490s	4,720,000,000	4,208,000,000	1.122	28.3%	96.5%	0.0%	0.0%	31.8%	12.7%	38.1%	0.0%	0.0%	0.0%	6.4%	0.0%	3.2 GHz	[Unknown]	c10::TensorImpl::TensorImpl(c10::Storage&&, c10::DispatchKeySet, caffe2::TypeMeta, c10::optional<c10::Device>)	[Unknown]	0
pmd_devmap_trans_unstable	1.485s	6,016,000,000	6,128,000,000	0.982	38.6%	35.5%	3.1%	15.0%	0.0%	0.0%	7.5%	0.0%	0.0%	0.0%	0.0%	7.6%	4.1 GHz	[Unknown]	pmd_devmap_trans_unstable	[Unknown]	0
__schedule	1.485s	2,800,000,000	720,000,000	3.889	8.0%	89.7%	0.0%	91.1%	0.0%	69.6%	96.4%	0.0%	0.0%	0.0%	5.4%	0.0%	1.9 GHz	[Unknown]	__schedule	[Unknown]	0
at::getStepCallbacksUnlessEmpty	1.475s	5,504,000,000	3,552,000,000	1.550	37.9%	50.5%	0.0%	13.6%	0.0%	32.7%	27.3%	0.0%	0.0%	0.0%	0.0%	0.0%	3.7 GHz	[Unknown]	at::getStepCallbacksUnlessEmpty(at::RecordScope)	[Unknown]	0
fault_dirty_shared_page	1.470s	5,040,000,000	15,216,000,000	0.331	63.2%	47.1%	0.0%	11.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.4%	3.4 GHz	[Unknown]	fault_dirty_shared_page	[Unknown]	0
torch::PythonArgParser::raw_parse	1.460s	2,816,000,000	736,000,000	3.826	19.1%	100.0%	1.4%	32.0%	0.0%	0.0%	74.6%	0.0%	0.0%	0.0%	5.3%	36.2%	1.9 GHz	[Unknown]	torch::PythonArgParser::raw_parse(_object*, _object*, _object*, _object**)	[Unknown]	0
PageHuge	1.460s	3,744,000,000	6,448,000,000	0.581	55.6%	13.7%	0.0%	8.0%	0.0%	0.0%	12.0%	0.0%	100.0%	0.0%	0.0%	37.5%	2.6 GHz	[Unknown]	PageHuge	[Unknown]	0
__memcpy_sse2_unaligned_erms	1.440s	2,944,000,000	2,176,000,000	1.353	36.5%	12.2%	0.0%	5.1%	20.4%	35.7%	91.7%	100.0%	0.0%	0.0%	51.0%	0.0%	2.0 GHz	[Unknown]	__memcpy_sse2_unaligned_erms	memmove-vec-unaligned-erms.S	0
