Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	99.485s	355,424,000,000	147,072,000,000	2.417	13.7%	0.3%	0.0%	25.9%	11.6%	6.4%	92.1%	0.0%	0.0%	0.0%	8.5%	41.1%	3.6 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
decompress_onepass	96.815s	321,184,000,000	665,552,000,000	0.483	54.7%	5.1%	22.6%	2.8%	0.1%	0.1%	15.6%	0.0%	0.0%	0.0%	0.2%	15.6%	3.3 GHz	[Unknown]	decompress_onepass	[Unknown]	0
ImagingUnpackRGB	90.915s	303,360,000,000	1,275,760,000,000	0.238	93.2%	6.5%	0.0%	0.3%	0.1%	0.0%	15.7%	0.0%	0.0%	0.0%	0.3%	2.9%	3.3 GHz	[Unknown]	ImagingUnpackRGB	[Unknown]	0
clear_page_erms	89.675s	323,872,000,000	14,592,000,000	22.195	5.7%	1.1%	0.0%	0.0%	0.5%	0.0%	2.0%	0.0%	0.0%	0.0%	90.4%	46.7%	3.6 GHz	[Unknown]	clear_page_erms	[Unknown]	0
_PyEval_EvalFrameDefault	65.320s	184,528,000,000	171,872,000,000	1.074	22.6%	40.0%	23.2%	7.2%	0.0%	23.5%	25.3%	3.9%	2.0%	0.0%	1.6%	4.4%	2.8 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
__memset_avx2_erms	55.450s	175,840,000,000	272,000,000	646.471	5.1%	0.3%	1.2%	0.1%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	88.6%	45.5%	3.2 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	55.020s	188,848,000,000	891,456,000,000	0.212	99.6%	0.5%	5.4%	0.0%	0.0%	0.3%	58.3%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
func@0x159f20	48.040s	168,576,000,000	480,816,000,000	0.351	71.4%	1.8%	0.0%	6.1%	0.7%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	26.3%	3.5 GHz	[Unknown]	func@0x159f20	[Unknown]	0
at::native::(anonymous namespace)::cat_serial_kernel	47.285s	171,168,000,000	79,264,000,000	2.159	11.8%	6.7%	5.9%	0.4%	5.6%	2.7%	60.2%	100.0%	0.0%	0.0%	4.7%	26.7%	3.6 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
clock_gettime	35.395s	121,312,000,000	262,208,000,000	0.463	55.6%	1.6%	0.0%	11.1%	0.4%	0.0%	5.4%	0.0%	0.0%	0.0%	0.0%	54.5%	3.4 GHz	[Unknown]	clock_gettime	[Unknown]	0
zap_pte_range.isra.0	32.900s	69,200,000,000	46,112,000,000	1.501	19.4%	6.4%	0.0%	5.2%	7.8%	0.5%	4.1%	44.5%	60.9%	2.6%	0.0%	9.5%	2.1 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
page_fault	29.570s	98,528,000,000	3,504,000,000	28.119	13.9%	11.1%	6.1%	0.0%	2.9%	0.0%	50.1%	0.0%	0.0%	0.0%	5.0%	44.0%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
jpeg_idct_16x8	29.480s	105,392,000,000	345,088,000,000	0.305	72.5%	3.0%	7.7%	0.6%	0.0%	0.0%	30.2%	0.0%	0.0%	0.0%	0.3%	16.1%	3.6 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	28.750s	100,480,000,000	93,472,000,000	1.075	23.5%	18.4%	44.4%	3.3%	0.0%	0.1%	18.8%	0.0%	0.0%	0.0%	0.0%	10.0%	3.5 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
prepare_exit_to_usermode	27.405s	102,288,000,000	7,568,000,000	13.516	9.9%	15.5%	0.9%	1.5%	1.2%	0.3%	1.8%	0.0%	3.1%	0.0%	0.0%	62.8%	3.7 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
func@0x4e0d70	26.245s	95,440,000,000	82,240,000,000	1.161	31.9%	3.4%	28.5%	0.2%	0.0%	0.0%	6.0%	0.0%	0.0%	0.0%	0.0%	36.2%	3.6 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
ImagingPackRGB	23.330s	74,016,000,000	301,200,000,000	0.246	84.6%	5.4%	0.0%	1.2%	0.0%	0.8%	44.6%	0.0%	0.0%	0.0%	0.4%	10.7%	3.2 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	23.215s	82,752,000,000	86,528,000,000	0.956	24.9%	0.3%	2.0%	10.5%	14.9%	11.1%	100.0%	0.0%	0.0%	0.0%	40.4%	16.8%	3.6 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
_Py_DECREF	21.210s	56,336,000,000	47,728,000,000	1.180	20.6%	46.1%	18.5%	13.6%	3.2%	18.7%	28.0%	3.5%	0.0%	0.0%	1.1%	1.7%	2.7 GHz	[Unknown]	_Py_DECREF	object.h	0
func@0x36a860	21.065s	70,736,000,000	114,192,000,000	0.619	36.6%	1.7%	61.5%	0.4%	0.2%	0.0%	7.0%	0.0%	0.0%	0.0%	0.0%	0.2%	3.4 GHz	[Unknown]	func@0x36a860	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	20.850s	70,368,000,000	73,488,000,000	0.958	30.0%	19.2%	0.0%	0.0%	4.9%	29.9%	96.8%	0.0%	0.0%	0.0%	2.3%	28.2%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
mem_cgroup_try_charge	20.405s	67,408,000,000	4,864,000,000	13.859	2.3%	0.3%	0.7%	5.8%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	88.6%	49.2%	3.3 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
__memset_avx2_unaligned_erms	18.195s	64,320,000,000	111,504,000,000	0.577	49.1%	26.1%	18.4%	2.1%	0.5%	0.0%	18.0%	0.0%	0.0%	0.0%	2.8%	4.6%	3.5 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
func@0x291e70	16.495s	56,224,000,000	133,232,000,000	0.422	67.9%	7.5%	0.0%	14.4%	0.0%	0.0%	4.3%	0.0%	0.0%	0.0%	0.0%	71.6%	3.4 GHz	[Unknown]	func@0x291e70	[Unknown]	0
ImagingFlipLeftRight	13.350s	45,632,000,000	188,864,000,000	0.242	100.0%	2.0%	0.0%	0.7%	0.7%	0.0%	36.5%	0.0%	0.0%	0.0%	1.6%	0.0%	3.4 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
filemap_map_pages	13.265s	41,216,000,000	17,152,000,000	2.403	15.1%	3.6%	4.1%	21.1%	0.0%	0.3%	35.7%	26.3%	100.0%	78.8%	0.0%	2.0%	3.1 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
_Py_INCREF	12.820s	36,400,000,000	20,288,000,000	1.794	14.3%	38.5%	18.5%	10.3%	2.9%	26.8%	33.0%	29.4%	0.0%	0.0%	5.8%	6.5%	2.8 GHz	[Unknown]	_Py_INCREF	object.h	0
_int_malloc	12.270s	39,024,000,000	19,008,000,000	2.053	9.5%	44.1%	17.5%	27.3%	1.5%	33.4%	44.2%	0.0%	0.0%	0.0%	0.4%	4.5%	3.2 GHz	[Unknown]	_int_malloc	malloc.c	0
copy_user_enhanced_fast_string	11.620s	40,880,000,000	1,888,000,000	21.653	6.8%	0.7%	1.6%	2.9%	5.9%	10.1%	74.9%	100.0%	100.0%	0.0%	50.6%	12.5%	3.5 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
func@0x175ac0	11.175s	45,552,000,000	67,632,000,000	0.674	50.8%	0.1%	0.0%	0.0%	0.0%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	82.6%	4.1 GHz	[Unknown]	func@0x175ac0	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	10.420s	34,128,000,000	7,328,000,000	4.657	13.7%	23.4%	7.9%	7.5%	0.0%	0.0%	2.6%	0.0%	0.0%	0.0%	0.0%	50.5%	3.3 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
mark_page_accessed	9.935s	19,600,000,000	17,840,000,000	1.099	22.7%	20.7%	17.4%	13.0%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	0.0%	17.9%	2.0 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
rmqueue	9.855s	31,952,000,000	32,128,000,000	0.995	31.4%	9.0%	0.0%	9.4%	0.0%	2.9%	18.3%	24.0%	37.2%	24.0%	48.4%	10.6%	3.2 GHz	[Unknown]	rmqueue	[Unknown]	0
release_pages	9.755s	25,408,000,000	42,592,000,000	0.597	39.5%	24.1%	8.1%	11.2%	7.7%	0.0%	3.5%	0.0%	0.0%	0.0%	0.0%	19.6%	2.6 GHz	[Unknown]	release_pages	[Unknown]	0
change_pte_range	9.585s	31,328,000,000	13,776,000,000	2.274	12.0%	0.3%	0.0%	0.0%	11.0%	0.2%	68.5%	100.0%	100.0%	0.0%	0.0%	4.7%	3.3 GHz	[Unknown]	change_pte_range	[Unknown]	0
__handle_mm_fault	9.425s	30,176,000,000	45,552,000,000	0.662	46.1%	30.8%	6.4%	6.0%	2.0%	3.5%	4.0%	0.0%	0.0%	0.0%	0.0%	11.8%	3.2 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
error_entry	9.265s	33,824,000,000	6,416,000,000	5.272	13.8%	14.2%	5.7%	0.0%	0.0%	0.0%	3.1%	0.0%	0.0%	0.0%	0.0%	66.3%	3.7 GHz	[Unknown]	error_entry	[Unknown]	0
xas_load	9.010s	32,256,000,000	38,736,000,000	0.833	31.6%	15.4%	7.1%	3.3%	0.0%	5.1%	15.3%	18.6%	28.8%	0.0%	7.4%	15.6%	3.6 GHz	[Unknown]	xas_load	[Unknown]	0
get_mem_cgroup_from_mm	8.740s	38,368,000,000	4,960,000,000	7.735	3.6%	1.2%	1.0%	72.7%	3.9%	0.8%	0.4%	0.0%	0.0%	0.0%	92.7%	2.1%	4.4 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
__mod_lruvec_state	8.350s	22,288,000,000	33,584,000,000	0.664	46.6%	15.9%	19.2%	6.7%	10.8%	2.0%	6.7%	0.0%	0.0%	0.0%	0.0%	4.3%	2.7 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
mem_cgroup_try_charge_delay	8.140s	28,192,000,000	3,920,000,000	7.192	6.1%	1.2%	0.0%	2.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	80.9%	51.3%	3.5 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
pymalloc_alloc	7.620s	25,616,000,000	13,168,000,000	1.945	13.7%	55.1%	20.3%	0.0%	9.4%	21.5%	25.2%	0.0%	0.0%	0.0%	1.2%	3.7%	3.4 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
__activate_page	7.530s	22,720,000,000	36,736,000,000	0.618	46.6%	10.3%	16.8%	21.8%	0.7%	0.0%	2.0%	0.0%	0.0%	0.0%	9.2%	7.2%	3.0 GHz	[Unknown]	__activate_page	[Unknown]	0
free_pcppages_bulk	7.340s	25,696,000,000	37,952,000,000	0.677	28.3%	3.3%	4.4%	0.0%	0.0%	0.6%	6.4%	80.5%	100.0%	0.0%	1.2%	11.6%	3.5 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
_PyType_Lookup	7.170s	18,720,000,000	19,168,000,000	0.977	23.8%	34.2%	9.7%	3.2%	1.6%	30.4%	44.1%	32.8%	0.0%	0.0%	0.0%	3.9%	2.6 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
lookdict_unicode_nodummy	7.075s	22,944,000,000	10,944,000,000	2.096	10.0%	40.7%	24.4%	7.2%	2.6%	20.8%	54.3%	0.0%	0.0%	0.0%	1.3%	8.8%	3.2 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
__mod_node_page_state	6.955s	19,360,000,000	34,976,000,000	0.554	49.9%	21.6%	23.4%	13.9%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	3.3%	2.8 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
__mod_memcg_state	6.915s	19,392,000,000	31,552,000,000	0.615	45.0%	29.2%	14.3%	11.6%	0.8%	3.1%	5.4%	0.0%	0.0%	0.0%	0.0%	4.5%	2.8 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
try_charge	6.715s	24,224,000,000	9,648,000,000	2.511	8.9%	0.6%	0.0%	17.3%	3.7%	0.0%	0.6%	0.0%	0.0%	0.0%	76.2%	33.1%	3.6 GHz	[Unknown]	try_charge	[Unknown]	0
get_page_from_freelist	6.455s	19,232,000,000	46,576,000,000	0.413	72.7%	38.8%	0.0%	3.1%	0.0%	1.6%	1.6%	0.0%	0.0%	0.0%	1.6%	0.0%	3.0 GHz	[Unknown]	get_page_from_freelist	[Unknown]	0
page_remove_rmap	5.820s	10,624,000,000	26,656,000,000	0.399	64.7%	9.7%	0.0%	15.5%	2.8%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	20.3%	1.8 GHz	[Unknown]	page_remove_rmap	[Unknown]	0
_PyEval_MakeFrameVector	5.765s	17,376,000,000	8,992,000,000	1.932	11.7%	29.7%	19.3%	12.1%	0.0%	25.0%	36.3%	63.8%	0.0%	0.0%	19.9%	5.7%	3.0 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
precompute_coeffs	5.665s	18,144,000,000	48,576,000,000	0.374	64.0%	1.9%	18.0%	3.3%	0.8%	0.0%	24.8%	0.0%	0.0%	0.0%	0.0%	14.7%	3.2 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
_int_free	5.380s	18,480,000,000	19,136,000,000	0.966	20.4%	56.6%	15.2%	14.6%	1.6%	16.2%	38.1%	0.0%	0.0%	0.0%	0.0%	2.1%	3.4 GHz	[Unknown]	_int_free	malloc.c	0
__GI___pthread_mutex_lock	5.290s	13,872,000,000	9,200,000,000	1.508	20.3%	53.8%	9.4%	16.2%	0.0%	17.3%	38.9%	0.0%	0.0%	0.0%	2.2%	4.3%	2.6 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
_dl_update_slotinfo	5.245s	15,984,000,000	20,720,000,000	0.771	32.2%	40.0%	17.3%	2.8%	0.0%	14.1%	25.3%	0.0%	0.0%	0.0%	2.8%	3.8%	3.0 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
PyObject_GetAttr	5.180s	14,608,000,000	6,384,000,000	2.288	16.7%	31.3%	20.0%	0.0%	8.2%	32.9%	55.4%	0.0%	0.0%	0.0%	2.1%	8.3%	2.8 GHz	[Unknown]	PyObject_GetAttr	object.c	0
handle_mm_fault	5.120s	18,272,000,000	24,192,000,000	0.755	39.8%	11.5%	0.2%	30.4%	4.1%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	22.7%	3.6 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
func@0x368860	4.805s	14,928,000,000	6,464,000,000	2.309	9.3%	0.6%	75.9%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	0.0%	14.2%	3.1 GHz	[Unknown]	func@0x368860	[Unknown]	0
sep_upsample	4.765s	15,216,000,000	40,032,000,000	0.380	68.8%	27.4%	7.1%	12.8%	0.0%	2.0%	17.7%	0.0%	0.0%	0.0%	1.0%	0.0%	3.2 GHz	[Unknown]	sep_upsample	[Unknown]	0
lookdict_unicode	4.710s	14,320,000,000	6,672,000,000	2.146	7.8%	33.2%	16.8%	6.3%	1.0%	35.6%	44.0%	0.0%	0.0%	0.0%	1.0%	4.5%	3.0 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
func@0x4e0260	4.655s	20,176,000,000	73,024,000,000	0.276	68.6%	0.9%	9.7%	1.5%	0.0%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	18.5%	4.3 GHz	[Unknown]	func@0x4e0260	[Unknown]	0
__GI___libc_malloc	4.415s	15,024,000,000	7,136,000,000	2.105	11.3%	52.6%	8.7%	29.0%	2.0%	11.0%	32.9%	0.0%	0.0%	0.0%	1.0%	13.2%	3.4 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
_PyObject_GetMethod	4.350s	13,920,000,000	8,032,000,000	1.733	10.5%	29.4%	21.8%	1.1%	8.6%	32.3%	34.5%	0.0%	0.0%	0.0%	2.2%	1.8%	3.2 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
__tls_get_addr	4.340s	9,568,000,000	14,000,000,000	0.683	30.9%	67.3%	13.7%	21.9%	0.0%	14.1%	32.9%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
PyType_IsSubtype	4.320s	14,336,000,000	6,416,000,000	2.234	5.9%	58.2%	13.8%	5.2%	4.2%	25.1%	28.3%	0.0%	0.0%	0.0%	1.0%	5.4%	3.3 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
do_syscall_64	4.270s	14,864,000,000	2,560,000,000	5.806	5.9%	20.2%	3.2%	7.1%	0.0%	5.0%	22.2%	0.0%	0.0%	0.0%	0.0%	45.0%	3.5 GHz	[Unknown]	do_syscall_64	[Unknown]	0
__set_page_dirty_no_writeback	4.245s	8,608,000,000	17,360,000,000	0.496	50.3%	36.6%	0.0%	43.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.5%	2.0 GHz	[Unknown]	__set_page_dirty_no_writeback	[Unknown]	0
page_mapping	4.090s	11,312,000,000	13,856,000,000	0.816	40.6%	26.6%	0.0%	26.5%	0.0%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	19.0%	2.8 GHz	[Unknown]	page_mapping	[Unknown]	0
_PyObject_GenericGetAttrWithDict	4.050s	14,208,000,000	16,048,000,000	0.885	23.8%	26.2%	8.0%	4.2%	5.3%	7.0%	25.3%	0.0%	0.0%	0.0%	2.1%	14.4%	3.5 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
c10::impl::OperatorEntry::lookup	3.965s	11,280,000,000	7,824,000,000	1.442	22.5%	73.1%	4.7%	1.3%	0.0%	34.6%	34.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
__pagevec_lru_add_fn	3.960s	12,992,000,000	22,272,000,000	0.583	45.5%	46.4%	22.7%	23.1%	0.0%	1.2%	5.8%	0.0%	0.0%	0.0%	0.0%	0.0%	3.3 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
torch::FunctionSignature::parse	3.915s	11,936,000,000	5,008,000,000	2.383	15.8%	66.7%	6.9%	28.9%	0.0%	14.3%	35.2%	15.5%	0.0%	0.0%	0.0%	2.7%	3.0 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
