Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	84.890s	291,120,000,000	1,436,320,000,000	0.203	100.0%	0.5%	0.4%	0.0%	0.0%	0.3%	58.9%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	84.160s	269,792,000,000	848,000,000	318.151	4.7%	0.2%	0.2%	0.0%	0.0%	0.0%	1.8%	0.0%	0.0%	0.0%	95.5%	46.2%	3.2 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	76.615s	273,040,000,000	96,416,000,000	2.832	11.0%	7.0%	5.3%	3.4%	0.0%	3.1%	62.7%	100.0%	10.9%	0.0%	6.2%	25.1%	3.6 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
func@0x3fd7b0	73.370s	190,320,000,000	468,320,000,000	0.406	53.3%	0.4%	0.0%	4.6%	3.4%	0.3%	2.4%	0.0%	0.0%	0.0%	0.0%	43.2%	2.6 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
jpeg_idct_16x8	48.140s	158,640,000,000	541,792,000,000	0.293	90.9%	3.2%	3.8%	0.6%	0.0%	0.0%	27.2%	0.0%	0.0%	0.0%	0.8%	1.9%	3.3 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
page_fault	47.165s	156,144,000,000	5,664,000,000	27.568	10.1%	13.7%	8.5%	0.0%	0.1%	0.0%	51.4%	0.0%	0.0%	0.0%	5.2%	53.4%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	46.450s	159,680,000,000	11,824,000,000	13.505	9.0%	18.6%	1.1%	1.5%	1.0%	0.3%	2.1%	0.0%	0.0%	0.0%	0.1%	59.4%	3.4 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
jpeg_huff_decode	45.385s	161,504,000,000	148,368,000,000	1.089	24.6%	19.5%	51.1%	4.2%	0.2%	0.0%	13.0%	0.0%	0.0%	0.0%	0.0%	3.6%	3.6 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	39.575s	145,552,000,000	139,216,000,000	1.046	25.4%	0.4%	0.0%	9.8%	18.0%	7.6%	90.0%	0.0%	0.0%	0.0%	38.3%	18.1%	3.7 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
ImagingPackRGB	34.900s	113,264,000,000	474,592,000,000	0.239	78.7%	5.4%	13.7%	1.6%	0.1%	0.5%	44.0%	0.0%	0.0%	0.0%	1.1%	1.8%	3.2 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_DECREF	33.820s	95,088,000,000	89,920,000,000	1.057	23.1%	48.9%	22.3%	9.0%	2.1%	26.5%	34.9%	0.0%	0.0%	0.0%	1.9%	2.0%	2.8 GHz	[Unknown]	_Py_DECREF	object.h	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	31.905s	112,128,000,000	121,536,000,000	0.923	26.8%	17.2%	0.0%	0.0%	10.2%	25.6%	87.6%	0.0%	0.0%	0.0%	3.6%	24.2%	3.5 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_unaligned_erms	29.195s	95,792,000,000	168,096,000,000	0.570	48.7%	27.3%	17.9%	4.7%	0.6%	0.0%	12.8%	0.0%	0.0%	0.0%	3.8%	3.9%	3.3 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
zap_pte_range.isra.0	25.425s	63,792,000,000	48,784,000,000	1.308	24.5%	7.4%	0.0%	12.5%	0.5%	0.5%	7.1%	47.4%	31.5%	0.0%	0.5%	11.9%	2.5 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
mem_cgroup_try_charge	24.310s	87,680,000,000	9,904,000,000	8.853	2.2%	0.4%	1.5%	3.6%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	91.9%	47.6%	3.6 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
copy_user_enhanced_fast_string	20.345s	65,216,000,000	1,888,000,000	34.542	7.9%	1.1%	0.3%	2.1%	10.1%	6.9%	80.0%	100.0%	100.0%	100.0%	46.0%	0.3%	3.2 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
_int_malloc	20.335s	71,248,000,000	34,688,000,000	2.054	9.4%	37.9%	15.6%	4.4%	2.7%	31.6%	32.4%	5.8%	4.5%	0.0%	0.6%	10.6%	3.5 GHz	[Unknown]	_int_malloc	malloc.c	0
_Py_INCREF	19.710s	66,080,000,000	38,384,000,000	1.722	17.1%	34.5%	16.0%	0.5%	8.6%	21.1%	33.1%	52.1%	0.0%	0.0%	9.5%	6.3%	3.4 GHz	[Unknown]	_Py_INCREF	object.h	0
ImagingFlipLeftRight	18.825s	76,768,000,000	310,144,000,000	0.248	88.5%	0.7%	12.1%	0.8%	0.2%	0.4%	34.6%	0.0%	0.0%	0.0%	0.4%	0.0%	4.1 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	17.065s	54,032,000,000	8,160,000,000	6.622	13.0%	19.8%	4.2%	4.4%	1.4%	0.8%	1.7%	0.0%	0.0%	0.0%	0.0%	54.1%	3.2 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
error_entry	15.810s	54,160,000,000	7,360,000,000	7.359	10.0%	13.2%	7.3%	0.0%	0.0%	0.0%	3.9%	0.0%	0.0%	0.0%	0.0%	69.5%	3.4 GHz	[Unknown]	error_entry	[Unknown]	0
_PyType_Lookup	14.575s	38,160,000,000	39,888,000,000	0.957	25.7%	31.7%	8.6%	13.4%	3.1%	25.3%	39.3%	25.7%	0.0%	0.0%	1.2%	9.8%	2.6 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
__handle_mm_fault	14.535s	49,056,000,000	57,104,000,000	0.859	43.6%	38.4%	10.8%	11.9%	1.8%	2.4%	7.6%	0.0%	0.0%	0.0%	0.0%	4.3%	3.4 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
lookdict_unicode_nodummy	14.365s	46,448,000,000	29,312,000,000	1.585	16.2%	42.6%	22.9%	0.6%	0.3%	24.2%	38.8%	0.0%	10.9%	0.0%	2.9%	3.0%	3.2 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
pymalloc_alloc	14.050s	38,416,000,000	25,408,000,000	1.512	19.5%	60.3%	16.1%	3.5%	12.1%	26.8%	39.4%	12.8%	0.0%	0.0%	2.7%	0.7%	2.7 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
change_pte_range	13.350s	45,856,000,000	22,880,000,000	2.004	10.1%	0.4%	0.0%	0.3%	6.2%	0.0%	79.5%	100.0%	100.0%	0.0%	0.0%	8.2%	3.4 GHz	[Unknown]	change_pte_range	[Unknown]	0
_int_free	13.305s	33,072,000,000	33,744,000,000	0.980	33.6%	62.4%	7.2%	12.7%	0.0%	18.3%	37.6%	9.4%	0.0%	0.0%	1.8%	0.0%	2.5 GHz	[Unknown]	_int_free	malloc.c	0
release_pages	13.235s	30,176,000,000	48,176,000,000	0.626	57.2%	26.0%	8.8%	18.4%	2.0%	0.0%	6.0%	0.0%	0.0%	0.0%	0.0%	5.4%	2.3 GHz	[Unknown]	release_pages	[Unknown]	0
rmqueue	12.930s	45,504,000,000	42,208,000,000	1.078	35.1%	5.6%	0.0%	9.9%	1.3%	1.1%	21.1%	29.6%	91.8%	0.0%	40.5%	21.5%	3.5 GHz	[Unknown]	rmqueue	[Unknown]	0
__GI___pthread_mutex_lock	11.950s	33,840,000,000	22,352,000,000	1.514	20.3%	61.1%	13.1%	23.9%	7.5%	17.3%	50.5%	0.0%	0.0%	0.0%	1.3%	1.9%	2.8 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
filemap_map_pages	11.915s	25,488,000,000	23,472,000,000	1.086	18.6%	9.6%	7.8%	5.3%	0.6%	0.7%	37.1%	93.4%	0.0%	46.7%	0.0%	25.8%	2.1 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
get_mem_cgroup_from_mm	11.900s	48,704,000,000	7,312,000,000	6.661	4.9%	1.1%	0.0%	67.1%	4.6%	2.2%	0.9%	0.0%	0.0%	0.0%	72.7%	6.3%	4.1 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
func@0x159f20	11.505s	28,416,000,000	73,408,000,000	0.387	61.4%	1.8%	0.0%	5.3%	6.9%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	33.7%	2.5 GHz	[Unknown]	func@0x159f20	[Unknown]	0
xas_load	11.425s	45,456,000,000	43,248,000,000	1.051	19.1%	13.5%	13.7%	4.9%	4.0%	2.2%	10.2%	14.3%	11.1%	0.0%	8.9%	23.9%	4.0 GHz	[Unknown]	xas_load	[Unknown]	0
mem_cgroup_try_charge_delay	11.235s	37,760,000,000	5,568,000,000	6.782	5.7%	0.4%	0.0%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	89.0%	46.7%	3.4 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
try_charge	11.125s	38,896,000,000	12,176,000,000	3.194	9.8%	0.3%	0.0%	18.9%	0.4%	1.2%	0.8%	0.0%	0.0%	0.0%	60.5%	40.3%	3.5 GHz	[Unknown]	try_charge	[Unknown]	0
__mod_lruvec_state	10.670s	33,184,000,000	38,528,000,000	0.861	31.8%	11.7%	9.8%	14.0%	2.7%	6.3%	6.3%	0.0%	0.0%	0.0%	0.5%	26.8%	3.1 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
mark_page_accessed	10.500s	19,264,000,000	19,200,000,000	1.003	24.0%	19.8%	19.2%	21.0%	0.0%	0.0%	10.1%	0.0%	0.0%	0.0%	0.0%	19.7%	1.8 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
do_syscall_64	10.300s	24,384,000,000	2,688,000,000	9.071	10.7%	24.9%	0.0%	3.7%	6.2%	6.2%	30.1%	7.2%	0.0%	0.0%	0.0%	38.3%	2.4 GHz	[Unknown]	do_syscall_64	[Unknown]	0
__tls_get_addr	9.720s	24,736,000,000	28,064,000,000	0.881	22.8%	62.6%	11.1%	9.1%	1.8%	18.2%	57.0%	0.0%	0.0%	0.0%	0.0%	1.9%	2.5 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
__GI___libc_malloc	9.715s	26,192,000,000	18,112,000,000	1.446	18.4%	66.9%	8.5%	33.8%	5.7%	16.6%	44.7%	0.0%	0.0%	0.0%	1.7%	1.7%	2.7 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
__mod_node_page_state	9.570s	24,928,000,000	46,032,000,000	0.542	43.5%	22.9%	15.5%	11.4%	0.0%	0.0%	1.2%	0.0%	0.0%	0.0%	0.0%	13.7%	2.6 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
func@0x4e0d70	9.500s	26,656,000,000	16,496,000,000	1.616	18.6%	1.9%	34.5%	1.1%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	43.5%	2.8 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
_PyEval_MakeFrameVector	9.365s	29,008,000,000	18,352,000,000	1.581	15.1%	24.9%	14.5%	11.9%	0.0%	30.0%	38.8%	0.0%	0.0%	0.0%	28.4%	10.7%	3.1 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
__mod_memcg_state	9.285s	27,104,000,000	37,248,000,000	0.728	45.5%	30.3%	16.4%	15.5%	3.3%	3.9%	5.5%	0.0%	0.0%	0.0%	0.0%	3.3%	2.9 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
precompute_coeffs	9.090s	35,808,000,000	75,456,000,000	0.475	70.9%	4.2%	0.0%	2.5%	0.4%	0.4%	18.4%	0.0%	0.0%	0.0%	3.4%	30.4%	3.9 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
clock_gettime	8.985s	20,288,000,000	40,736,000,000	0.498	59.4%	0.8%	0.0%	18.5%	0.7%	0.0%	4.4%	0.0%	0.0%	0.0%	0.0%	39.8%	2.3 GHz	[Unknown]	clock_gettime	[Unknown]	0
__pthread_mutex_unlock_usercnt	8.840s	24,688,000,000	27,440,000,000	0.900	31.2%	49.5%	0.0%	35.2%	3.0%	0.0%	47.4%	0.0%	0.0%	0.0%	0.6%	0.0%	2.8 GHz	[Unknown]	__pthread_mutex_unlock_usercnt	pthread_mutex_unlock.c	0
_PyObject_GetMethod	8.485s	23,152,000,000	17,936,000,000	1.291	14.8%	34.7%	23.3%	0.0%	12.3%	20.4%	39.5%	10.1%	0.0%	0.0%	3.2%	11.6%	2.7 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
PyType_IsSubtype	8.275s	26,416,000,000	10,704,000,000	2.468	16.2%	52.5%	16.0%	15.3%	1.1%	29.5%	34.6%	9.9%	0.0%	0.0%	1.1%	1.2%	3.2 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
_dl_update_slotinfo	8.195s	23,200,000,000	38,272,000,000	0.606	37.5%	54.2%	21.5%	18.8%	0.0%	15.5%	40.1%	0.0%	0.0%	0.0%	3.2%	0.0%	2.8 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
PyObject_GetAttr	8.055s	23,680,000,000	15,872,000,000	1.492	10.1%	23.7%	28.5%	2.5%	1.3%	27.6%	38.6%	8.8%	0.0%	0.0%	4.4%	6.2%	2.9 GHz	[Unknown]	PyObject_GetAttr	object.c	0
lookdict_unicode	8.035s	26,544,000,000	13,536,000,000	1.961	13.0%	31.8%	12.2%	7.3%	0.0%	27.3%	33.9%	0.0%	0.0%	0.0%	1.7%	14.0%	3.3 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
_PyObject_GenericGetAttrWithDict	7.865s	27,568,000,000	32,544,000,000	0.847	20.3%	32.2%	19.4%	13.6%	0.0%	15.2%	32.6%	0.0%	0.0%	0.0%	1.6%	4.4%	3.5 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
__pagevec_lru_add_fn	7.660s	26,336,000,000	32,448,000,000	0.812	33.8%	35.0%	19.9%	23.4%	0.6%	0.0%	3.4%	0.0%	0.0%	0.0%	0.0%	3.9%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
handle_mm_fault	7.415s	24,752,000,000	31,888,000,000	0.776	45.1%	12.8%	0.0%	20.6%	2.4%	0.6%	2.4%	0.0%	0.0%	0.0%	0.0%	31.7%	3.3 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
page_remove_rmap	7.325s	14,816,000,000	23,104,000,000	0.641	50.6%	10.5%	0.0%	15.2%	0.0%	0.0%	6.1%	0.0%	0.0%	0.0%	0.0%	32.8%	2.0 GHz	[Unknown]	page_remove_rmap	[Unknown]	0
sep_upsample	7.240s	28,496,000,000	66,816,000,000	0.426	53.1%	23.3%	8.5%	5.8%	1.1%	0.5%	10.0%	0.0%	0.0%	0.0%	1.6%	11.9%	3.9 GHz	[Unknown]	sep_upsample	[Unknown]	0
__activate_page	7.225s	27,232,000,000	40,384,000,000	0.674	42.6%	5.5%	6.9%	21.5%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	5.0%	24.6%	3.8 GHz	[Unknown]	__activate_page	[Unknown]	0
free_pcppages_bulk	6.865s	28,544,000,000	38,896,000,000	0.734	33.6%	4.7%	5.3%	0.0%	11.0%	1.6%	7.4%	100.0%	40.7%	0.0%	1.1%	0.0%	4.2 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
_PyObject_VectorcallTstate	6.610s	19,792,000,000	17,264,000,000	1.146	20.4%	45.8%	10.8%	18.2%	0.0%	0.0%	39.4%	0.0%	0.0%	0.0%	10.6%	3.4%	3.0 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
c10::impl::OperatorEntry::lookup	6.575s	19,552,000,000	16,832,000,000	1.162	27.2%	63.8%	9.9%	5.4%	4.6%	33.8%	51.4%	0.0%	0.0%	0.0%	1.5%	0.0%	3.0 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
frame_dealloc	6.480s	18,048,000,000	18,976,000,000	0.951	31.1%	52.5%	16.7%	9.1%	0.0%	21.6%	25.8%	0.0%	0.0%	0.0%	0.8%	0.0%	2.8 GHz	[Unknown]	frame_dealloc	frameobject.c	0
lookdict_split	6.355s	16,208,000,000	26,864,000,000	0.603	28.5%	37.1%	7.5%	21.3%	1.9%	24.1%	25.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6 GHz	[Unknown]	lookdict_split	dictobject.c	0
__GI_	6.325s	16,976,000,000	7,200,000,000	2.358	12.1%	48.4%	18.3%	15.9%	4.4%	16.8%	41.5%	21.6%	0.0%	0.0%	0.0%	9.1%	2.7 GHz	[Unknown]	__GI_(long, int, bool, char)	malloc.c	0
__set_page_dirty_no_writeback	6.125s	13,312,000,000	22,448,000,000	0.593	38.5%	27.5%	0.0%	23.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	21.6%	2.2 GHz	[Unknown]	__set_page_dirty_no_writeback	[Unknown]	0
PyDict_GetItemWithError	6.025s	18,672,000,000	11,728,000,000	1.592	11.6%	19.0%	11.3%	5.6%	5.6%	28.0%	28.9%	0.0%	17.6%	0.0%	8.0%	14.2%	3.1 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
jpeg_idct_8x16	5.860s	20,896,000,000	72,192,000,000	0.289	68.8%	0.5%	0.0%	1.4%	0.0%	0.0%	28.0%	0.0%	0.0%	0.0%	0.0%	33.9%	3.6 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
