,CPU Time (s),Retiring,Front-End Bound,Bad Speculation,L1 Bound,L2 Bound,L3 Bound,Memory Bandwidth,Local DRAM,Remote DRAM,Remote Cache,Store Bound,Core Bound,CPU Time %,Function,config,python_func
91,64.57830390824913,3893972364340.6353,1407990007445.2014,0.0,5477961122716.486,3497975174746.6724,2573981732360.759,19909858699029.8,153998907064.3189,0.0,0.0,2749980483291.409,5631960029780.806,0.49287716479541266,AVX2::div_true_kernel(float),24,Normalize
96,41.775,4685900800000.0,3043712000000.0,268979200000.0,453017600000.0,1755443200000.0,2930457600000.0,12174848000000.0,0.0,0.0,0.0,552115200000.0,2463283200000.0,0.3188368587162327,add_kernel(float),24,Normalize
88,90.84465598821933,2077123606288.0144,1302077484538.7554,0.0,5642335766334.606,2821167883167.303,5177308093285.051,22693350444818.31,31001844869970.363,31001844869970.363,0.0,25700529397205.434,1736103312718.3403,0.6933482883648271,AVX2::direct_copy_kernel(float),24,Normalize
97,37.16,11093593600000.0,568563200000.0,1639577600000.0,1494131200000.0,158668800000.0,238003200000.0,2353587200000.0,0.0,0.0,0.0,766899200000.0,0.0,0.2836140675019798,ImagingFlipLeftRight,24,RandomHorizontalFlip
84,729.286,214706822400000.0,16873315200000.0,2689948800000.0,25432243200000.0,489081600000.0,1222704000000.0,22253212800000.0,489081600000.0,0.0,0.0,1467244800000.0,8314387200000.0,5.5660863517828,ImagingResampleVertical_8bpc,24,RandomResizedCrop
86,87.53534892624612,1844735768164.1357,1160398305780.666,654583659671.145,7200420256382.594,2529073230547.6055,3005134073944.802,14371086710052.863,29753802712324.77,595076054246.4954,0.0,24665902448517.24,1636459149177.8623,0.6680908600424575,__memmove_avx_unaligned_erms,24,RandomResizedCrop
82,1059.906,309832691200000.0,27018252800000.0,7368614400000.0,27369139200000.0,1052659200000.0,701772800000.0,49474982400000.0,350886400000.0,0.0,0.0,0.0,5614182400000.0,8.089457799508972,ImagingResampleHorizontal_8bpc,24,RandomResizedCrop
98,11.606329780158054,917476274521.5076,1799360797014.1636,264960820659.2285,1206164929866.6372,0.0,731608236148.616,1597674202184.0046,379645354974.41693,292643294459.4464,0.0,98865977857.92108,0.0,0.0885823034908499,_int_free,24,RandomResizedCrop
86,30.04498142876409,633173370248.0276,398286474833.4367,224674421700.91306,2471418638710.0435,868060265662.6185,1031459845081.4644,4932624803706.408,10212473713677.865,204249474273.55728,0.0,8466140708638.951,561686054252.2826,0.22931053258969938,__memmove_avx_unaligned_erms,24,ToTensor
91,132.35169609175088,7980603635659.364,2885641992554.7983,0.0,11226950877283.512,7169016825253.327,5275314267639.241,40804781300970.195,315617092935.6811,0.0,0.0,5636019516708.591,11542567970219.193,1.0101400126309836,AVX2::div_true_kernel(float),24,ToTensor
98,3.983670219841946,314907725478.49243,617599202985.8364,90943179340.77151,413995070133.36285,0.0,251111763851.38403,548373797815.9954,130306645025.58307,100444705540.55362,0.0,33934022142.078922,0.0,0.03040433031851129,_int_free,24,ToTensor
92,144.845,46868800000000.0,1781014400000.0,421819200000.0,4499404800000.0,234344000000.0,328081600000.0,9654972800000.0,0.0,0.0,0.0,374950400000.0,0.0,1.105491916235852,AVX2::direct_copy_kernel(unsigned char),24,ToTensor
93,99.085,5152963200000.0,1739961600000.0,200764800000.0,10874760000000.0,4918737600000.0,2409177600000.0,20009558400000.0,0.0,0.0,0.0,18938812800000.0,5387188800000.0,0.7562405779987531,"AVX2::copy_kernel(char**long const*, long, long)",24,ToTensor
94,62.615,16601032000000.0,1526057600000.0,0.0,2165352000000.0,391825600000.0,412448000000.0,3773899200000.0,0.0,0.0,0.0,1959128000000.0,2165352000000.0,0.4778927566371492,ImagingPackRGB,24,ToTensor
108,183.63902235291738,4562586588389.194,3001701702887.628,0.0,8464798802143.11,9125173176778.389,8885037040547.379,46406308326642.73,60034034057752.555,60034034057752.555,0.0,52709881902706.74,2281293294194.597,1.3005189380963955,AVX2::direct_copy_kernel(float),28,Collation
107,401.416,123082449600000.0,18756724800000.0,0.0,7119340800000.0,136910400000.0,0.0,13143398400000.0,0.0,0.0,0.0,3833491200000.0,0.0,2.842800529898427,jpeg_idct_16x16,28,Loader
106,335.1647632840881,7709367723021.2295,6235518011267.171,1360476657003.7463,26415921756822.742,9183217434775.29,10430321037028.72,55552796827652.98,113373054750312.2,2154088040255.932,0.0,95686858209263.52,8843098270524.352,2.3736138237322044,__memmove_avx_unaligned_erms,28,Loader
103,959.796,271957363200000.0,37489449600000.0,0.0,15885360000000.0,635414400000.0,953121600000.0,33994670400000.0,0.0,0.0,0.0,1270828800000.0,8895801600000.0,6.797209322484382,ycc_rgb_convert,28,Loader
100,2529.858,410568312000000.0,133497672000000.0,321569864000000.0,176317680000000.0,10075296000000.0,5037648000000.0,83960800000000.0,0.0,0.0,0.0,3358432000000.0,0.0,17.91628052436319,decode_mcu,28,Loader
105,598.461,90025945600000.0,44226720000000.0,74300889600000.0,26339468800000.0,393126400000.0,196563200000.0,18280377600000.0,393126400000.0,0.0,0.0,0.0,0.0,4.238259680539745,jpeg_fill_bit_buffer,28,Loader
119,4.175,94726400000.0,664331200000.0,59827200000.0,464907200000.0,29913600000.0,49856000000.0,300382400000.0,256758400000.00003,0.0,0.0,179481600000.0,47363200000.0,0.029567063127344,__libc_calloc,28,Loader
110,227.22,39400345600000.0,18070835200000.0,11257241600000.0,11923788800000.002,962790400000.0,370304000000.0,6961715200000.0,0.0,0.0,0.0,1925580800000.0,2888371200000.0,1.609156427256314,decompress_onepass,28,Loader
115,53.35,5731987200000.0,5985936000000.0,3192499200000.0005,1197187200000.0,90696000000.0,0.0,1795780800000.0,0.0,0.0,0.0,3845510400000.0,1868337600000.0,0.3778210342140848,__memset_avx2_unaligned_erms,28,Loader
101,2285.968,607091072000000.0,88235596800000.0,30166016000000.0,37707520000000.0,754150400000.0,754150400000.0,70135987200000.01,0.0,0.0,0.0,8295654400000.001,24886963200000.0,16.18906830253614,jpeg_idct_islow,28,Loader
109,249.785,73736081600000.0,6357982400000.0,4541416000000.0,7101123200000.0,247713600000.0,825712000000.0,8669976000000.0,0.0,0.0,0.0,5367128000000.0,0.0,1.7689602067697314,ImagingUnpackRGB,28,Loader
111,64.60638064629367,4275996436103.6855,1966958360607.6953,256559786166.22113,5366375527310.125,3677356935049.1694,2800777665647.914,19733723552618.508,171039857444.14743,0.0,0.0,2758017701286.877,5302235580768.57,0.4575379485025587,AVX2::div_true_kernel(float),28,Normalize
116,41.435,4919040000000.0,3494400000000.0,0.0,887040000000.0,1895040000000.0,3064320000000.0,12888960000000.0,0.0,0.0,0.0,631680000000.0,2016000000000.0,0.2934398229177246,add_kernel(float),28,Normalize
108,90.61597764708263,2251391011610.8066,1481178297112.3728,0.0,4176922797856.891,4502782023221.613,4384287759452.6235,22899016473357.285,29623565942247.457,29623565942247.457,0.0,26009490897293.266,1125695505805.4033,0.6417361272903684,AVX2::direct_copy_kernel(float),28,Normalize
117,40.6,11296080000000.0,805008000000.0,0.0,1337352000000.0,441456000000.0,38952000000.0,2505912000000.0,0.0,0.0,0.0,1051704000000.0,805008000000.0,0.2875264102922557,ImagingFlipLeftRight,28,RandomHorizontalFlip
104,728.621,237528819200000.0,21570988800000.0,0.0,29257203200000.0,1239712000000.0,1239712000000.0,26281894400000.0,2231481600000.0,0.0,0.0,1735596800000.0,0.0,5.16004385698408,ImagingResampleVertical_8bpc,28,RandomResizedCrop
106,90.57462815195883,2083372690963.6384,1685080852985.2957,367654004287.70087,7138615249919.525,2481664528941.981,2818680699539.04,15012538508414.453,30637833690641.742,582118840122.1931,0.0,25858331634901.633,2389751027870.0557,0.6414432930071088,__memmove_avx_unaligned_erms,28,RandomResizedCrop
102,1092.406,346077740800000.0,36544640000000.0,0.0,32524729600000.0,1827232000000.0,730892800000.0,54451513600000.0,0.0,0.0,0.0,0.0,0.0,7.736344230584284,ImagingResampleHorizontal_8bpc,28,RandomResizedCrop
118,13.14101724446,993697464308.6167,1952323253406.341,428653808133.1288,335129340904.0825,11690558403.630785,720917768223.8984,1586019090092.5764,720917768223.8984,0.0,0.0,77937056024.20523,171461523253.25153,0.09306378117951268,_int_free,28,RandomResizedCrop
106,31.181608563953098,717230786015.1327,580113135747.5338,126570138708.55283,2457570193257.734,854348436282.7316,970371063432.2382,5168280663932.573,10547511559046.068,200402719621.8753,0.0,8902099755834.883,822705901605.5934,0.22082600929881022,__memmove_avx_unaligned_erms,28,ToTensor
111,135.7086193537063,8981923563896.312,4131684839392.304,538915413833.7788,11272314072689.873,7724454264950.829,5883159934352.085,41451577247381.484,359276942555.85254,0.0,0.0,5793340698713.122,11137585219231.428,0.9610791174504758,AVX2::div_true_kernel(float),28,ToTensor
118,4.523982755539997,342094535691.3832,672115146593.6587,147570191866.8712,115373059095.91747,4024641596.369214,248186231776.10153,546009709907.4234,248186231776.10153,0.0,0.0,26830943975.79476,59028076746.74848,0.03203853502277052,_int_free,28,ToTensor
112,151.835,50009600000000.0,2250432000000.0,0.0,5301017600000.0,300057600000.0,250048000000.0,9851891200000.0,0.0,0.0,0.0,300057600000.0,0.0,1.0752850371114446,AVX2::direct_copy_kernel(unsigned char),28,ToTensor
113,99.585,5668715200000.0,2406828800000.0,0.0,10830729600000.0,5415364800000.0,2565172800000.0,19096286400000.0,0.0,0.0,0.0,16879470400000.0,6492104000000.0,0.7052541273141449,"AVX2::copy_kernel(char**long const*, long, long)",28,ToTensor
114,62.675,17141280000000.0,1693224000000.0,1609608000000.0,2529384000000.0,209040000000.0,522600000000.0,4076280000000.0,0.0,0.0,0.0,2069496000000.0,313560000000.0,0.4438600434745598,ImagingPackRGB,28,ToTensor
