Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
ImagingBlend,14.821882,14.821882,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingBlend,[Unknown],0x239f0
hsv2rgb,14.677930,14.677930,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,hsv2rgb,[Unknown],0x2e190
rgb2hsv_row,9.669053,9.669053,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2hsv_row,[Unknown],0x2e470
__round,4.319951,4.319951,0.0,0.0,libm.so.6,__round,s_round.c,0x38dd0
__ieee754_fmod,2.873636,2.873636,0.0,0.0,libm.so.6,__ieee754_fmod,e_fmod.c,0x29120
__fmod,1.831925,1.831925,0.0,0.0,libm.so.6,__fmod,w_fmod_compat.c,0xfed0
l2rgb,1.819938,1.819938,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,l2rgb,[Unknown],0x2f960
ImagingSplit,1.411989,1.411989,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingSplit,[Unknown],0x21170
ImagingGetHistogram,1.139964,1.139964,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingGetHistogram,[Unknown],0x44410
rgb2l,1.088031,1.088031,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2l,[Unknown],0x27d50
__memset_avx2_erms,0.872039,0.872039,0.0,0.0,libc.so.6,__memset_avx2_erms,memset-vec-unaligned-erms.S,0x18bd60
ImagingMerge,0.591984,0.591984,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingMerge,[Unknown],0x217a0
__memmove_avx_unaligned_erms,0.316010,0.316010,0.0,0.0,libc.so.6,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x18b910
rgb2hsv,0.308003,0.308003,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2hsv,[Unknown],0x2e6f0
UBYTE_add_AVX2,0.080004,0.080004,0.0,0.0,_multiarray_umath.cpython-310-x86_64-linux-gnu.so,UBYTE_add_AVX2,[Unknown],0x3154a0
object_dealloc,0.012001,0.012001,0.0,0.0,python3.10,object_dealloc,typeobject.c,0x4feec0
_Py_SET_REFCNT,0.011993,0.011993,0.0,0.0,python3.10,_Py_SET_REFCNT,object.h,0x429faa
__libc_calloc,0.007999,0.007999,0.0,0.0,libc.so.6,__libc_calloc,malloc.c,0x9bb10
ImagingFill,0.007998,0.007998,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingFill,[Unknown],0x37a70
