Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
hsv2rgb,14.607829,14.607829,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,hsv2rgb,[Unknown],0x2e190
ImagingBlend,11.959876,11.959876,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingBlend,[Unknown],0x239f0
rgb2hsv_row,9.778283,9.778283,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2hsv_row,[Unknown],0x2e470
__round,4.530044,4.530044,0.0,0.0,libm.so.6,__round,s_round.c,0x38dd0
__ieee754_fmod,2.477585,2.477585,0.0,0.0,libm.so.6,__ieee754_fmod,e_fmod.c,0x29120
l2rgb,1.819989,1.819989,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,l2rgb,[Unknown],0x2f960
ImagingSplit,1.659991,1.659991,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingSplit,[Unknown],0x21170
__fmod,1.574878,1.574878,0.0,0.0,libm.so.6,__fmod,w_fmod_compat.c,0xfed0
ImagingGetHistogram,1.127964,1.127964,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingGetHistogram,[Unknown],0x44410
rgb2l,0.960027,0.960027,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2l,[Unknown],0x27d50
ImagingMerge,0.599986,0.599986,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingMerge,[Unknown],0x217a0
__memset_avx2_erms,0.512028,0.512028,0.0,0.0,libc.so.6,__memset_avx2_erms,memset-vec-unaligned-erms.S,0x18bd60
rgb2hsv,0.463954,0.463954,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,rgb2hsv,[Unknown],0x2e6f0
__memmove_avx_unaligned_erms,0.328005,0.328005,0.0,0.0,libc.so.6,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x18b910
UBYTE_add_AVX2,0.072005,0.072005,0.0,0.0,_multiarray_umath.cpython-310-x86_64-linux-gnu.so,UBYTE_add_AVX2,[Unknown],0x3154a0
