json_file,data_wait_time,forward_and_backward_pass_time,move_data_to_device_time
b128_gpu4,0.1634,58.28099999999999,0.16419999999999998
b256_gpu4,0.22959999999999997,88.8226,0.13599999999999998
b512_gpu4,1032.9053999999999,148.842,0.1968
b1024_gpu4,4003.4106,255.7584,0.23279999999999998
