Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
decode_mcu	1865.837s	6,171,424,000,000	10,579,504,000,000	0.583	41.1%	8.7%	41.8%	17.1%	0.2%	0.1%	10.7%	0.0%	0.0%	0.0%	0.1%	5.2%	3.3 GHz	[Unknown]	decode_mcu	[Unknown]	0
jpeg_idct_islow	1481.106s	4,827,632,000,000	13,947,568,000,000	0.346	69.1%	3.1%	7.3%	1.9%	0.0%	0.0%	9.1%	0.0%	0.0%	0.0%	0.2%	19.2%	3.3 GHz	[Unknown]	jpeg_idct_islow	[Unknown]	0
ImagingResampleHorizontal_8bpc	665.871s	2,194,432,000,000	7,837,920,000,000	0.280	89.1%	1.6%	1.3%	0.9%	0.0%	0.1%	11.6%	0.0%	0.0%	0.0%	0.0%	7.3%	3.3 GHz	[Unknown]	ImagingResampleHorizontal_8bpc	[Unknown]	0
ycc_rgb_convert	538.661s	1,778,208,000,000	6,456,928,000,000	0.275	82.9%	0.7%	0.0%	0.3%	0.0%	0.0%	10.0%	0.0%	0.0%	0.0%	0.4%	15.3%	3.3 GHz	[Unknown]	ycc_rgb_convert	[Unknown]	0
ImagingResampleVertical_8bpc	465.060s	1,534,208,000,000	5,092,000,000,000	0.301	87.2%	0.6%	0.0%	0.9%	0.1%	0.2%	6.3%	0.0%	0.0%	0.0%	0.1%	14.0%	3.3 GHz	[Unknown]	ImagingResampleVertical_8bpc	[Unknown]	0
jpeg_fill_bit_buffer	366.500s	1,187,936,000,000	1,469,744,000,000	0.808	26.9%	14.5%	54.1%	6.1%	0.0%	0.2%	11.4%	0.0%	0.0%	0.0%	0.0%	3.7%	3.2 GHz	[Unknown]	jpeg_fill_bit_buffer	[Unknown]	0
__memmove_avx_unaligned_erms	277.265s	958,192,000,000	168,224,000,000	5.696	5.7%	1.5%	0.8%	23.6%	11.4%	23.0%	59.1%	45.4%	0.0%	0.0%	80.0%	9.4%	3.5 GHz	[Unknown]	__memmove_avx_unaligned_erms	memmove-vec-unaligned-erms.S	0
jpeg_idct_16x16	230.505s	786,848,000,000	2,690,848,000,000	0.292	90.5%	1.4%	0.0%	0.6%	0.0%	0.0%	8.6%	0.0%	0.0%	0.0%	0.9%	7.8%	3.4 GHz	[Unknown]	jpeg_idct_16x16	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>)#2}>>	225.940s	732,048,000,000	157,248,000,000	4.655	4.6%	0.8%	0.3%	15.8%	8.5%	15.6%	75.3%	100.0%	100.0%	0.0%	86.5%	3.9%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
func@0x3fd7b0	174.715s	552,752,000,000	1,287,792,000,000	0.429	51.5%	1.1%	0.0%	8.0%	3.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	39.2%	3.2 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
