Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
ImagingUnpackRGB	200.040s	663,968,000,000	1,951,760,000,000	0.340	87.6%	7.8%	0.0%	7.0%	0.5%	0.0%	9.4%	0.0%	5.3%	0.0%	5.5%	4.8%	3.3 GHz	[Unknown]	ImagingUnpackRGB	[Unknown]	0
func@0x3fd7b0	193.970s	602,096,000,000	1,015,472,000,000	0.593	57.4%	8.4%	0.0%	14.6%	5.3%	0.5%	0.0%	1.8%	0.0%	0.0%	0.0%	21.4%	3.1 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
decompress_onepass	189.185s	596,000,000,000	943,584,000,000	0.632	53.9%	14.0%	21.1%	12.6%	0.5%	0.5%	8.8%	0.0%	0.0%	0.0%	2.0%	6.6%	3.2 GHz	[Unknown]	decompress_onepass	[Unknown]	0
clear_page_erms	188.345s	631,760,000,000	18,832,000,000	33.547	5.7%	1.8%	0.0%	0.0%	0.0%	0.0%	2.4%	0.0%	0.0%	0.0%	92.1%	47.0%	3.4 GHz	[Unknown]	clear_page_erms	[Unknown]	0
_PyEval_EvalFrameDefault	178.120s	571,104,000,000	253,248,000,000	2.255	15.7%	28.1%	13.1%	6.6%	0.0%	9.3%	29.3%	38.8%	0.0%	0.0%	8.8%	6.5%	3.2 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	134.000s	408,928,000,000	1,344,608,000,000	0.304	100.0%	2.7%	0.0%	7.0%	0.3%	0.8%	21.9%	0.0%	0.0%	0.0%	0.4%	0.0%	3.1 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	133.980s	456,416,000,000	896,000,000	509.393	4.2%	2.1%	0.0%	0.0%	0.1%	0.0%	8.9%	0.0%	0.0%	0.0%	86.9%	48.0%	3.4 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	110.600s	345,376,000,000	118,464,000,000	2.915	12.3%	8.5%	5.0%	3.6%	1.3%	3.2%	64.1%	100.0%	5.0%	0.0%	20.5%	23.7%	3.1 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
page_fault	89.340s	296,992,000,000	8,240,000,000	36.043	13.2%	13.8%	6.4%	0.0%	2.0%	0.0%	34.2%	0.0%	0.0%	0.0%	10.0%	49.8%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	88.430s	272,944,000,000	19,952,000,000	13.680	10.1%	19.2%	0.3%	1.6%	1.6%	0.3%	7.1%	0.0%	0.0%	0.0%	4.8%	33.7%	3.1 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	86.700s	294,384,000,000	135,472,000,000	2.173	15.6%	2.5%	0.0%	33.1%	12.8%	7.7%	58.2%	0.0%	0.0%	0.0%	60.1%	14.8%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	70.800s	219,552,000,000	558,064,000,000	0.393	85.4%	8.5%	3.7%	2.9%	0.1%	0.0%	9.4%	0.0%	0.0%	0.0%	2.6%	2.1%	3.1 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	64.600s	201,200,000,000	136,992,000,000	1.469	27.8%	24.7%	45.7%	10.7%	1.9%	1.0%	11.7%	0.0%	0.0%	0.0%	0.0%	1.3%	3.1 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
_int_malloc	60.310s	196,480,000,000	27,872,000,000	7.049	3.9%	17.1%	7.6%	3.8%	0.0%	18.2%	26.3%	37.5%	0.0%	0.0%	0.9%	7.2%	3.3 GHz	[Unknown]	_int_malloc	malloc.c	0
ImagingPackRGB	55.040s	175,888,000,000	446,880,000,000	0.394	74.4%	5.5%	0.4%	7.7%	1.7%	1.3%	20.0%	0.0%	0.0%	0.0%	9.6%	12.9%	3.2 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_INCREF	47.695s	147,024,000,000	29,648,000,000	4.959	7.9%	25.5%	6.0%	4.6%	6.3%	10.2%	34.1%	100.0%	0.0%	0.0%	20.0%	4.4%	3.1 GHz	[Unknown]	_Py_INCREF	object.h	0
_Py_DECREF	47.070s	160,272,000,000	67,024,000,000	2.391	12.6%	36.3%	16.2%	9.9%	5.1%	17.3%	28.0%	5.7%	0.0%	0.0%	2.2%	6.9%	3.4 GHz	[Unknown]	_Py_DECREF	object.h	0
zap_pte_range.isra.0	43.980s	137,696,000,000	44,656,000,000	3.083	13.9%	7.8%	0.0%	26.6%	0.0%	0.0%	7.8%	37.2%	24.0%	1.5%	0.1%	1.7%	3.1 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
__memset_avx2_unaligned_erms	43.440s	142,864,000,000	155,264,000,000	0.920	37.5%	25.6%	16.6%	9.9%	1.3%	0.0%	9.3%	0.0%	0.0%	0.0%	16.7%	10.1%	3.3 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	42.630s	133,520,000,000	115,744,000,000	1.154	28.5%	23.5%	2.7%	7.9%	10.6%	20.0%	90.2%	6.2%	0.0%	0.0%	4.3%	17.8%	3.1 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
change_pte_range	39.240s	116,432,000,000	36,880,000,000	3.157	10.2%	2.7%	2.9%	0.3%	1.9%	0.0%	65.2%	100.0%	100.0%	0.0%	0.0%	4.3%	3.0 GHz	[Unknown]	change_pte_range	[Unknown]	0
ImagingFlipLeftRight	36.855s	118,624,000,000	285,136,000,000	0.416	76.6%	3.3%	3.5%	7.2%	3.7%	2.1%	16.9%	0.0%	0.0%	0.0%	9.1%	10.6%	3.2 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
func@0x159f20	34.685s	99,984,000,000	132,544,000,000	0.754	45.0%	12.6%	14.7%	13.5%	5.6%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	17.8%	2.9 GHz	[Unknown]	func@0x159f20	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	30.750s	89,456,000,000	13,472,000,000	6.640	18.2%	18.4%	4.8%	8.2%	1.2%	0.7%	5.5%	0.0%	0.0%	0.0%	0.0%	47.4%	2.9 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
rmqueue	29.945s	101,600,000,000	53,456,000,000	1.901	19.9%	4.3%	0.0%	21.1%	2.4%	2.9%	14.3%	50.1%	34.5%	0.0%	53.6%	7.9%	3.4 GHz	[Unknown]	rmqueue	[Unknown]	0
copy_user_enhanced_fast_string	28.365s	90,448,000,000	2,304,000,000	39.257	7.1%	2.6%	0.2%	14.3%	9.6%	6.8%	82.1%	100.0%	29.9%	100.0%	65.0%	9.7%	3.2 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
error_entry	26.095s	86,640,000,000	15,360,000,000	5.641	16.8%	11.9%	0.0%	0.0%	0.0%	0.0%	6.1%	0.0%	0.0%	0.0%	0.3%	71.0%	3.3 GHz	[Unknown]	error_entry	[Unknown]	0
_PyType_Lookup	26.035s	80,816,000,000	32,016,000,000	2.524	15.7%	29.2%	2.6%	0.0%	5.0%	11.1%	43.2%	100.0%	0.0%	0.0%	4.3%	5.8%	3.1 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
mem_cgroup_try_charge	24.610s	72,848,000,000	10,112,000,000	7.204	5.5%	1.3%	1.0%	3.9%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	88.5%	47.6%	3.0 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
__handle_mm_fault	23.910s	76,928,000,000	93,824,000,000	0.820	45.8%	41.6%	7.0%	16.8%	2.3%	7.2%	9.9%	0.0%	0.0%	0.0%	2.7%	2.2%	3.2 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
filemap_map_pages	23.705s	84,240,000,000	22,848,000,000	3.687	11.8%	8.1%	1.1%	16.4%	0.0%	0.9%	43.8%	100.0%	100.0%	0.0%	0.0%	15.6%	3.6 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
PyObject_GetAttr	21.840s	68,352,000,000	12,480,000,000	5.477	4.6%	13.4%	6.6%	0.0%	0.0%	10.0%	42.1%	30.7%	0.0%	0.0%	6.4%	7.8%	3.1 GHz	[Unknown]	PyObject_GetAttr	object.c	0
pymalloc_alloc	21.780s	65,984,000,000	18,768,000,000	3.516	8.5%	40.2%	13.6%	7.0%	3.6%	20.6%	23.4%	48.1%	0.0%	0.0%	8.0%	4.5%	3.0 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
func@0x4e0d70	20.030s	63,024,000,000	54,768,000,000	1.151	29.1%	11.8%	36.6%	9.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	18.0%	3.1 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
free_pcppages_bulk	19.460s	68,960,000,000	32,160,000,000	2.144	20.3%	4.1%	6.4%	2.6%	0.0%	2.6%	9.1%	100.0%	100.0%	0.0%	7.4%	8.1%	3.5 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
xas_load	18.615s	57,616,000,000	42,976,000,000	1.341	26.7%	19.2%	3.1%	3.4%	7.5%	1.2%	9.6%	27.6%	8.6%	0.0%	6.8%	21.3%	3.1 GHz	[Unknown]	xas_load	[Unknown]	0
_PyEval_MakeFrameVector	18.565s	55,616,000,000	15,024,000,000	3.702	10.2%	19.3%	9.0%	0.0%	0.0%	8.2%	31.3%	100.0%	0.0%	0.0%	52.1%	11.4%	3.0 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
clock_gettime	17.545s	53,216,000,000	72,224,000,000	0.737	56.2%	12.5%	0.0%	20.0%	0.0%	0.6%	0.3%	0.0%	0.0%	0.0%	0.0%	31.9%	3.0 GHz	[Unknown]	clock_gettime	[Unknown]	0
get_mem_cgroup_from_mm	16.740s	53,312,000,000	8,368,000,000	6.371	4.4%	4.4%	7.1%	43.9%	3.9%	2.8%	1.1%	2.9%	0.0%	0.0%	80.8%	26.0%	3.2 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
find_get_entries	16.535s	59,120,000,000	16,656,000,000	3.549	8.6%	6.0%	4.8%	0.0%	19.3%	0.0%	15.2%	57.6%	32.4%	0.0%	0.0%	12.2%	3.6 GHz	[Unknown]	find_get_entries	[Unknown]	0
lookdict_unicode_nodummy	16.055s	45,520,000,000	19,328,000,000	2.355	16.3%	33.6%	13.9%	15.8%	0.0%	21.8%	33.0%	41.7%	0.0%	0.0%	5.3%	3.3%	2.8 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
do_numa_page	15.865s	55,920,000,000	24,080,000,000	2.322	12.3%	8.4%	8.4%	16.4%	1.6%	0.0%	44.5%	100.0%	0.0%	0.0%	0.0%	17.9%	3.5 GHz	[Unknown]	do_numa_page	[Unknown]	0
torch::FunctionSignature::parse	15.235s	46,784,000,000	8,992,000,000	5.203	5.2%	62.6%	16.0%	15.4%	0.0%	2.6%	39.8%	36.9%	0.0%	0.0%	2.9%	3.2%	3.1 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
__mod_lruvec_state	15.190s	50,832,000,000	46,752,000,000	1.087	32.8%	15.3%	20.1%	33.1%	5.6%	3.5%	4.1%	0.0%	0.0%	0.0%	7.1%	3.0%	3.3 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
_PyFunction_Vectorcall	14.885s	46,112,000,000	4,384,000,000	10.518	5.9%	14.3%	0.7%	12.4%	1.0%	5.2%	44.6%	78.4%	0.0%	0.0%	67.0%	0.0%	3.1 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
__mod_memcg_state	14.790s	49,744,000,000	42,336,000,000	1.175	30.9%	18.1%	7.5%	39.2%	2.1%	2.9%	2.7%	7.8%	0.0%	0.0%	1.8%	7.0%	3.4 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
_PyObject_VectorcallTstate	14.635s	51,184,000,000	12,224,000,000	4.187	9.0%	44.8%	10.7%	0.3%	3.8%	0.0%	34.9%	0.0%	0.0%	0.0%	33.7%	1.3%	3.5 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
precompute_coeffs	14.380s	46,896,000,000	77,664,000,000	0.604	53.0%	4.7%	2.2%	6.1%	0.0%	1.9%	25.6%	0.0%	0.0%	0.0%	21.1%	22.7%	3.3 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
sep_upsample	14.350s	44,896,000,000	59,280,000,000	0.757	63.1%	24.8%	0.0%	15.0%	1.3%	3.0%	9.4%	5.6%	0.0%	0.0%	21.7%	0.0%	3.1 GHz	[Unknown]	sep_upsample	[Unknown]	0
__mod_node_page_state	14.180s	40,000,000,000	47,424,000,000	0.843	50.9%	25.7%	2.3%	25.1%	0.0%	6.4%	1.5%	0.0%	0.0%	0.0%	0.0%	9.1%	2.8 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
handle_mm_fault	13.615s	44,288,000,000	50,768,000,000	0.872	36.9%	13.7%	0.0%	27.8%	2.0%	2.7%	5.8%	0.0%	0.0%	0.0%	0.3%	28.2%	3.3 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
_PyObject_GetMethod	13.495s	40,192,000,000	14,464,000,000	2.779	12.7%	32.6%	13.3%	0.0%	1.9%	30.6%	51.5%	28.3%	0.0%	0.0%	2.2%	9.4%	3.0 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
release_pages	12.755s	48,480,000,000	53,888,000,000	0.900	42.0%	25.8%	9.3%	27.5%	3.7%	0.6%	2.8%	0.0%	0.0%	0.0%	0.0%	6.3%	3.8 GHz	[Unknown]	release_pages	[Unknown]	0
try_charge	11.540s	37,296,000,000	16,960,000,000	2.199	17.9%	1.2%	0.0%	14.5%	3.2%	0.4%	0.4%	0.0%	0.0%	0.0%	68.0%	42.1%	3.2 GHz	[Unknown]	try_charge	[Unknown]	0
_int_free	11.540s	41,408,000,000	22,944,000,000	1.805	15.8%	42.8%	21.2%	18.5%	0.0%	25.4%	25.7%	7.2%	0.0%	0.0%	0.4%	5.1%	3.6 GHz	[Unknown]	_int_free	malloc.c	0
_dl_update_slotinfo	11.430s	38,256,000,000	38,224,000,000	1.001	42.8%	42.2%	11.4%	9.8%	0.0%	12.5%	19.6%	0.0%	0.0%	0.0%	4.3%	1.6%	3.3 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
__pagevec_lru_add_fn	11.360s	33,888,000,000	41,840,000,000	0.810	26.1%	29.1%	12.0%	28.3%	0.0%	0.0%	3.5%	0.0%	0.0%	0.0%	1.3%	11.2%	3.0 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
PyType_IsSubtype	11.285s	40,656,000,000	13,088,000,000	3.106	15.1%	51.2%	4.9%	0.0%	8.1%	16.2%	26.2%	26.4%	0.0%	0.0%	6.3%	11.7%	3.6 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
unlink_chunk	11.115s	30,592,000,000	3,024,000,000	10.116	3.5%	28.9%	16.6%	5.9%	14.7%	7.6%	40.7%	89.3%	0.0%	0.0%	2.9%	0.0%	2.8 GHz	[Unknown]	unlink_chunk	malloc.c	0
PyDict_GetItemWithError	11.095s	33,488,000,000	11,984,000,000	2.794	10.1%	20.4%	8.4%	7.6%	0.0%	11.8%	28.2%	41.5%	0.0%	0.0%	20.6%	0.0%	3.0 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
memcpy_erms	10.220s	33,136,000,000	2,304,000,000	14.382	22.7%	7.0%	3.2%	11.8%	9.1%	34.4%	38.0%	0.0%	0.0%	0.0%	57.0%	17.6%	3.2 GHz	[Unknown]	memcpy_erms	[Unknown]	0
_raw_spin_lock	10.195s	25,712,000,000	37,648,000,000	0.683	35.6%	47.0%	4.6%	30.3%	0.0%	0.0%	14.0%	0.0%	0.0%	0.0%	4.7%	6.2%	2.5 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
lookdict_unicode	10.190s	33,776,000,000	12,000,000,000	2.815	6.4%	31.7%	14.7%	3.6%	0.0%	35.3%	30.6%	0.0%	27.7%	0.0%	3.1%	7.9%	3.3 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
__activate_page	10.120s	32,336,000,000	40,592,000,000	0.797	34.4%	14.6%	8.4%	25.5%	0.5%	3.7%	0.9%	0.0%	0.0%	0.0%	7.4%	18.8%	3.2 GHz	[Unknown]	__activate_page	[Unknown]	0
__GI___libc_malloc	9.985s	34,512,000,000	11,456,000,000	3.013	3.9%	56.4%	20.5%	42.6%	2.2%	20.4%	12.2%	4.6%	0.0%	0.0%	7.0%	0.0%	3.5 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
_PyObject_GenericGetAttrWithDict	9.740s	26,784,000,000	24,080,000,000	1.112	28.1%	35.6%	13.4%	10.1%	0.0%	20.7%	24.6%	100.0%	0.0%	0.0%	6.2%	6.8%	2.7 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
lookdict_split	9.455s	32,432,000,000	19,136,000,000	1.695	15.8%	29.8%	4.1%	0.0%	12.5%	12.0%	20.4%	43.2%	0.0%	0.0%	4.2%	13.1%	3.4 GHz	[Unknown]	lookdict_split	dictobject.c	0
__GI___pthread_mutex_lock	9.400s	26,944,000,000	13,328,000,000	2.022	13.5%	67.2%	20.1%	23.9%	0.0%	11.1%	29.5%	0.0%	0.0%	0.0%	1.1%	0.0%	2.9 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
jpeg_idct_8x16	9.270s	28,544,000,000	67,088,000,000	0.425	83.5%	10.5%	0.0%	5.3%	0.5%	0.0%	6.8%	0.0%	0.0%	0.0%	0.0%	13.1%	3.1 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
shmem_getpage_gfp	9.140s	27,808,000,000	26,736,000,000	1.040	44.4%	29.0%	10.3%	12.4%	3.8%	1.6%	0.5%	0.0%	0.0%	0.0%	11.9%	10.1%	3.0 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
func@0x291e70	9.010s	29,488,000,000	45,664,000,000	0.646	65.1%	24.8%	0.0%	19.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	21.8%	3.3 GHz	[Unknown]	func@0x291e70	[Unknown]	0
do_syscall_64	8.390s	27,776,000,000	1,648,000,000	16.854	12.9%	25.3%	0.0%	8.6%	1.1%	7.0%	10.8%	0.0%	0.0%	0.0%	4.9%	23.8%	3.3 GHz	[Unknown]	do_syscall_64	[Unknown]	0
tcache_get	8.310s	23,824,000,000	5,632,000,000	4.230	8.9%	51.2%	4.2%	1.9%	10.7%	20.4%	23.3%	25.2%	0.0%	0.0%	15.1%	0.0%	2.9 GHz	[Unknown]	tcache_get	malloc.c	0
