Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
prepare_exit_to_usermode	95.415s	305,168,000,000	25,968,000,000	11.752	10.2%	16.1%	0.0%	0.8%	0.7%	0.3%	7.9%	0.0%	0.0%	0.0%	1.7%	61.3%	3.2 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	77.735s	245,264,000,000	143,632,000,000	1.708	14.3%	1.1%	0.0%	34.1%	12.5%	6.1%	65.2%	0.0%	0.0%	0.0%	62.0%	16.8%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	56.510s	181,424,000,000	542,992,000,000	0.334	69.8%	3.7%	6.1%	2.1%	0.0%	0.0%	5.8%	0.0%	0.0%	0.0%	0.8%	18.0%	3.2 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
_int_malloc	53.730s	174,816,000,000	30,816,000,000	5.673	4.1%	18.0%	5.0%	1.9%	1.0%	21.2%	22.9%	33.4%	0.0%	0.0%	0.7%	6.3%	3.3 GHz	[Unknown]	_int_malloc	malloc.c	0
change_pte_range	53.620s	167,392,000,000	66,160,000,000	2.530	11.2%	1.7%	1.9%	0.0%	6.1%	0.0%	74.2%	100.0%	100.0%	0.0%	0.0%	7.5%	3.1 GHz	[Unknown]	change_pte_range	[Unknown]	0
jpeg_huff_decode	51.635s	165,824,000,000	144,816,000,000	1.145	23.0%	21.5%	44.0%	6.0%	0.6%	0.5%	7.1%	0.0%	0.0%	0.0%	0.0%	6.5%	3.2 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
ImagingPackRGB	45.580s	153,248,000,000	446,368,000,000	0.343	72.8%	6.7%	4.8%	3.2%	1.2%	1.8%	24.1%	0.0%	0.0%	0.0%	11.8%	10.4%	3.4 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_DECREF	42.640s	135,200,000,000	74,016,000,000	1.827	11.7%	38.4%	15.9%	9.7%	1.0%	17.8%	27.7%	9.9%	0.0%	0.0%	3.3%	4.3%	3.2 GHz	[Unknown]	_Py_DECREF	object.h	0
zap_pte_range.isra.0	40.405s	123,808,000,000	44,448,000,000	2.785	13.2%	8.2%	4.5%	2.8%	7.8%	0.4%	11.9%	37.7%	25.7%	0.0%	0.0%	4.5%	3.1 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
_Py_INCREF	39.645s	128,736,000,000	40,912,000,000	3.147	5.8%	30.0%	11.6%	0.0%	7.6%	11.1%	37.9%	100.0%	6.7%	0.0%	19.5%	6.9%	3.2 GHz	[Unknown]	_Py_INCREF	object.h	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	37.295s	117,936,000,000	105,664,000,000	1.116	27.6%	23.1%	0.0%	2.2%	10.9%	23.9%	92.6%	7.3%	0.0%	0.0%	2.7%	23.6%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_unaligned_erms	35.695s	106,960,000,000	187,488,000,000	0.570	45.1%	29.8%	29.6%	5.7%	0.1%	0.0%	7.7%	0.0%	0.0%	0.0%	11.5%	0.0%	3.0 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
swapgs_restore_regs_and_return_to_usermode	32.235s	109,616,000,000	15,296,000,000	7.166	10.2%	22.8%	5.6%	6.7%	1.4%	0.3%	8.3%	0.0%	0.0%	0.0%	0.0%	48.0%	3.4 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
func@0x159f20	31.235s	95,424,000,000	181,568,000,000	0.526	57.2%	6.6%	0.0%	9.0%	7.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	31.9%	3.1 GHz	[Unknown]	func@0x159f20	[Unknown]	0
ImagingFlipLeftRight	31.180s	98,048,000,000	280,928,000,000	0.349	79.4%	2.2%	1.7%	7.2%	2.8%	1.5%	18.4%	0.0%	0.0%	0.0%	13.5%	7.5%	3.1 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
error_entry	29.185s	98,992,000,000	17,424,000,000	5.681	14.7%	12.2%	6.6%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.2%	66.1%	3.4 GHz	[Unknown]	error_entry	[Unknown]	0
do_numa_page	28.675s	89,200,000,000	46,768,000,000	1.907	17.9%	11.4%	2.9%	14.5%	0.0%	0.3%	36.7%	100.0%	0.0%	0.0%	0.0%	7.6%	3.1 GHz	[Unknown]	do_numa_page	[Unknown]	0
mem_cgroup_try_charge	27.380s	101,680,000,000	11,104,000,000	9.157	5.4%	0.2%	0.0%	2.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	89.4%	48.0%	3.7 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
__handle_mm_fault	27.175s	86,800,000,000	106,240,000,000	0.817	38.8%	32.3%	11.5%	11.1%	0.5%	6.7%	9.9%	0.0%	3.5%	0.0%	0.2%	6.9%	3.2 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
copy_user_enhanced_fast_string	26.315s	93,376,000,000	4,096,000,000	22.797	5.5%	0.8%	0.0%	7.9%	0.0%	7.1%	66.0%	99.0%	23.6%	100.0%	46.1%	13.1%	3.5 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
rmqueue	25.075s	81,168,000,000	55,312,000,000	1.467	20.4%	4.9%	0.0%	20.3%	0.0%	2.3%	11.8%	62.8%	27.8%	0.0%	62.1%	12.4%	3.2 GHz	[Unknown]	rmqueue	[Unknown]	0
filemap_map_pages	24.210s	72,032,000,000	25,392,000,000	2.837	10.2%	8.0%	6.7%	16.9%	0.0%	0.3%	51.2%	100.0%	100.0%	0.0%	0.0%	3.0%	3.0 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
_PyType_Lookup	20.875s	68,656,000,000	33,968,000,000	2.021	13.3%	27.9%	8.0%	0.0%	4.6%	7.4%	41.9%	100.0%	28.8%	0.0%	4.6%	7.2%	3.3 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
func@0x4e0d70	20.400s	60,496,000,000	41,056,000,000	1.473	21.6%	6.7%	46.2%	3.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	23.5%	3.0 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
pymalloc_alloc	17.935s	62,240,000,000	22,576,000,000	2.757	5.2%	44.8%	21.5%	0.2%	3.4%	17.8%	24.1%	33.8%	0.0%	0.0%	4.1%	9.3%	3.5 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
clock_gettime	17.540s	58,112,000,000	99,760,000,000	0.583	58.9%	2.6%	0.0%	11.1%	0.5%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	50.0%	3.3 GHz	[Unknown]	clock_gettime	[Unknown]	0
free_pcppages_bulk	17.085s	57,840,000,000	42,624,000,000	1.357	22.7%	1.4%	0.0%	11.2%	0.0%	2.3%	7.8%	91.3%	100.0%	0.0%	2.9%	18.5%	3.4 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
lookdict_unicode_nodummy	16.470s	57,248,000,000	18,944,000,000	3.022	6.4%	38.5%	24.6%	4.5%	0.0%	19.6%	24.6%	56.9%	8.8%	0.0%	5.2%	2.1%	3.5 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
_PyEval_MakeFrameVector	15.700s	47,648,000,000	15,120,000,000	3.151	8.6%	23.4%	13.8%	0.0%	1.6%	11.2%	29.9%	100.0%	0.0%	0.0%	44.1%	6.1%	3.0 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
xas_load	14.565s	51,840,000,000	46,848,000,000	1.107	27.1%	14.6%	6.5%	11.6%	0.0%	1.6%	6.9%	39.8%	8.8%	0.0%	9.8%	21.2%	3.6 GHz	[Unknown]	xas_load	[Unknown]	0
__mod_lruvec_state	14.555s	45,600,000,000	44,208,000,000	1.031	29.5%	16.7%	20.0%	27.6%	2.0%	4.1%	4.3%	0.0%	0.0%	0.0%	3.0%	12.6%	3.1 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
_PyFunction_Vectorcall	14.085s	40,816,000,000	4,288,000,000	9.519	2.0%	18.2%	6.7%	0.0%	0.4%	6.9%	49.2%	94.0%	0.0%	0.0%	56.2%	4.6%	2.9 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
_PyObject_VectorcallTstate	14.080s	39,968,000,000	11,920,000,000	3.353	9.9%	50.1%	7.4%	6.4%	15.4%	0.0%	36.0%	0.0%	0.0%	0.0%	22.9%	0.0%	2.8 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
find_get_entries	13.885s	44,528,000,000	12,896,000,000	3.453	10.4%	4.3%	0.0%	8.1%	0.0%	0.0%	27.3%	100.0%	53.5%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	find_get_entries	[Unknown]	0
__mod_memcg_state	13.845s	44,128,000,000	41,600,000,000	1.061	35.0%	19.2%	14.3%	28.2%	4.8%	3.7%	3.1%	5.1%	0.0%	0.0%	0.7%	3.9%	3.2 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
get_mem_cgroup_from_mm	13.760s	46,400,000,000	8,464,000,000	5.482	5.8%	1.9%	1.8%	50.1%	1.6%	5.5%	1.3%	0.0%	0.0%	0.0%	90.8%	12.2%	3.4 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
PyObject_GetAttr	13.665s	55,088,000,000	7,120,000,000	7.737	3.8%	15.1%	9.7%	0.0%	0.0%	16.2%	42.5%	35.4%	0.0%	0.0%	6.8%	21.4%	4.0 GHz	[Unknown]	PyObject_GetAttr	object.c	0
handle_mm_fault	13.065s	38,640,000,000	58,688,000,000	0.658	42.5%	14.1%	0.0%	34.9%	1.9%	0.4%	5.8%	0.0%	0.0%	0.0%	0.4%	19.6%	3.0 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
release_pages	12.405s	34,848,000,000	43,824,000,000	0.795	42.0%	39.0%	5.3%	32.3%	2.6%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	3.8%	2.8 GHz	[Unknown]	release_pages	[Unknown]	0
precompute_coeffs	12.190s	37,376,000,000	81,120,000,000	0.461	60.7%	5.0%	10.2%	4.8%	0.0%	0.2%	26.9%	36.1%	0.0%	0.0%	18.5%	12.4%	3.1 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
torch::FunctionSignature::parse	11.445s	38,896,000,000	7,600,000,000	5.118	5.4%	49.8%	6.5%	10.8%	6.6%	4.2%	38.2%	33.5%	0.0%	0.0%	1.9%	0.0%	3.4 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
_int_free	11.320s	35,136,000,000	24,560,000,000	1.431	25.2%	53.6%	0.0%	14.5%	0.0%	26.7%	31.6%	14.7%	0.0%	0.0%	0.0%	7.4%	3.1 GHz	[Unknown]	_int_free	malloc.c	0
try_charge	11.180s	42,432,000,000	16,240,000,000	2.613	14.9%	1.8%	0.0%	15.2%	0.7%	2.8%	0.7%	0.0%	0.0%	0.0%	71.4%	37.8%	3.8 GHz	[Unknown]	try_charge	[Unknown]	0
func@0x36a860	11.010s	36,256,000,000	37,584,000,000	0.965	21.8%	8.3%	58.7%	7.9%	1.7%	1.2%	0.8%	7.2%	0.0%	0.0%	0.0%	7.3%	3.3 GHz	[Unknown]	func@0x36a860	[Unknown]	0
_PyObject_GetMethod	10.685s	35,632,000,000	13,264,000,000	2.686	11.3%	36.2%	14.6%	4.2%	4.2%	15.3%	46.7%	41.4%	0.0%	0.0%	5.9%	5.8%	3.3 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
__mod_node_page_state	10.365s	34,672,000,000	52,432,000,000	0.661	49.4%	23.2%	9.8%	16.0%	2.6%	0.7%	2.6%	0.0%	0.0%	0.0%	0.0%	8.5%	3.3 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
sep_upsample	10.055s	28,048,000,000	62,128,000,000	0.451	55.6%	30.6%	0.0%	10.7%	1.1%	3.2%	8.0%	0.0%	0.0%	0.0%	13.4%	10.7%	2.8 GHz	[Unknown]	sep_upsample	[Unknown]	0
PyDict_GetItemWithError	9.965s	28,800,000,000	11,472,000,000	2.510	8.5%	27.5%	4.6%	1.6%	0.0%	16.5%	29.2%	32.9%	0.0%	0.0%	13.0%	3.2%	2.9 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
lookdict_split	9.670s	28,816,000,000	19,040,000,000	1.513	16.1%	35.2%	14.3%	12.0%	0.0%	10.1%	28.6%	59.7%	0.0%	0.0%	3.6%	0.0%	3.0 GHz	[Unknown]	lookdict_split	dictobject.c	0
PyType_IsSubtype	9.610s	37,040,000,000	10,272,000,000	3.606	5.6%	58.4%	14.9%	1.6%	0.0%	17.2%	23.9%	51.2%	0.0%	0.0%	7.3%	5.3%	3.9 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
__GI___libc_malloc	9.460s	30,832,000,000	13,728,000,000	2.246	12.2%	64.4%	14.3%	28.2%	1.9%	12.0%	15.6%	0.0%	0.0%	0.0%	9.2%	3.0%	3.3 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
lookdict_unicode	9.370s	29,696,000,000	8,688,000,000	3.418	7.9%	36.4%	12.8%	7.6%	0.0%	15.1%	23.7%	43.5%	0.0%	0.0%	1.5%	9.9%	3.2 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
unlink_chunk	9.055s	30,752,000,000	3,120,000,000	9.856	3.5%	35.4%	10.2%	4.9%	0.0%	12.0%	37.1%	100.0%	0.0%	0.0%	1.5%	7.1%	3.4 GHz	[Unknown]	unlink_chunk	malloc.c	0
iscsi_dbg_trace	8.590s	31,328,000,000	7,520,000,000	4.166	12.0%	2.3%	0.0%	2.9%	0.0%	0.0%	15.3%	0.0%	0.0%	0.0%	69.9%	44.7%	3.6 GHz	[Unknown]	iscsi_dbg_trace	[Unknown]	0
__activate_page	8.565s	32,320,000,000	35,888,000,000	0.901	54.2%	15.5%	4.7%	26.0%	1.9%	0.0%	0.0%	0.0%	0.0%	4.6%	8.8%	7.9%	3.8 GHz	[Unknown]	__activate_page	[Unknown]	0
_raw_spin_lock	8.520s	27,632,000,000	48,560,000,000	0.569	45.4%	41.3%	0.0%	19.0%	0.0%	21.2%	12.5%	0.0%	0.0%	0.0%	7.1%	6.4%	3.2 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
do_syscall_64	8.390s	21,424,000,000	2,832,000,000	7.565	8.8%	23.4%	7.9%	0.0%	9.8%	3.2%	9.8%	0.0%	0.0%	0.0%	2.8%	18.8%	2.6 GHz	[Unknown]	do_syscall_64	[Unknown]	0
__pagevec_lru_add_fn	7.905s	26,864,000,000	38,432,000,000	0.699	47.9%	36.5%	6.1%	31.3%	1.7%	0.0%	2.8%	0.0%	0.0%	0.0%	1.1%	2.0%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
_dl_update_slotinfo	7.870s	26,624,000,000	31,296,000,000	0.851	61.9%	63.3%	0.0%	10.7%	0.0%	9.6%	19.2%	0.0%	0.0%	0.0%	3.4%	0.0%	3.4 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
shmem_getpage_gfp	7.815s	19,568,000,000	17,328,000,000	1.129	30.6%	27.4%	29.0%	8.4%	3.1%	0.3%	0.8%	0.0%	0.0%	0.0%	16.9%	0.0%	2.5 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
func@0x291e70	7.675s	26,048,000,000	56,240,000,000	0.463	65.2%	17.7%	0.0%	13.8%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	62.3%	3.4 GHz	[Unknown]	func@0x291e70	[Unknown]	0
__GI___pthread_mutex_lock	7.610s	25,296,000,000	11,600,000,000	2.181	20.4%	54.8%	13.2%	23.7%	3.0%	13.6%	30.2%	22.2%	0.0%	0.0%	0.6%	5.2%	3.3 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
sync_regs	7.610s	22,096,000,000	3,392,000,000	6.514	9.0%	56.5%	42.1%	5.4%	2.7%	0.0%	5.4%	0.0%	0.0%	0.0%	0.0%	0.0%	2.9 GHz	[Unknown]	sync_regs	[Unknown]	0
_copy	7.575s	25,968,000,000	4,336,000,000	5.989	3.0%	2.3%	2.3%	56.6%	9.8%	27.1%	29.5%	0.0%	0.0%	0.0%	64.1%	1.0%	3.4 GHz	[Unknown]	_copy	[Unknown]	0
