Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
ImagingFlipLeftRight,0.538057,0.538057,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingFlipLeftRight,[Unknown],0x3caf0
_PyEval_EvalFrameDefault,0.010000,0.010000,0.0,0.0,python3.10,_PyEval_EvalFrameDefault,ceval.c,0x42a510
