Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
ImagingResampleHorizontal_8bpc,0.299981,0.299981,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingResampleHorizontal_8bpc,[Unknown],0x581a0
__memmove_avx_unaligned_erms,0.107999,0.107999,0.0,0.0,libc.so.6,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x18b5f0
_int_free,0.020000,0.020000,0.0,0.0,libc.so.6,_int_free,malloc.c,0x96870
func@0x1e7f80,0.000477,0.000477,0.0,0.0,libtorch_python.so,func@0x1e7f80,[Unknown],0x1e7f80
