Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
jpeg_idct_16x16,2.157716,2.157716,0.0,0.0,libjpeg.so.9,jpeg_idct_16x16,[Unknown],0x2b2f0
__memmove_avx_unaligned_erms,1.527997,1.527997,0.0,0.0,libc.so.6,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x18b5f0
ImagingUnpackRGB,1.506231,1.506231,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingUnpackRGB,[Unknown],0x614e0
ycc_rgb_convert,1.055898,1.055898,0.0,0.0,libjpeg.so.9,ycc_rgb_convert,[Unknown],0x15d10
jpeg_idct_islow,0.540080,0.540080,0.0,0.0,libjpeg.so.9,jpeg_idct_islow,[Unknown],0x27860
decode_mcu,0.132032,0.132032,0.0,0.0,libjpeg.so.9,decode_mcu,[Unknown],0x18840
decompress_onepass,0.104007,0.104007,0.0,0.0,libjpeg.so.9,decompress_onepass,[Unknown],0x15360
jpeg_fill_bit_buffer,0.043990,0.043990,0.0,0.0,libjpeg.so.9,jpeg_fill_bit_buffer,[Unknown],0x17250
__memset_avx2_unaligned_erms,0.016015,0.016015,0.0,0.0,libc.so.6,__memset_avx2_unaligned_erms,memset-vec-unaligned-erms.S,0x18ba70
__libc_calloc,0.012920,0.012920,0.0,0.0,libc.so.6,__libc_calloc,malloc.c,0x9bb40
__libc_read,0.012007,0.012007,0.0,0.0,libpthread.so.0,__libc_read,read.c,0x13320
vgetargs1_impl,0.012002,0.012002,0.0,0.0,python3.10,vgetargs1_impl,getargs.c,0x42e062
ImagingJpegDecode,0.011984,0.011984,0.0,0.0,_imaging.cpython-310-x86_64-linux-gnu.so,ImagingJpegDecode,[Unknown],0x41bd0
